# Displacement (mm)	Force (kN)
23.921001	80.937609
23.238302	77.864125
22.555605	75.059461
22.384930	74.383891
22.214254	73.728234
21.958242	72.828336
21.574224	71.572531
20.998198	69.686281
20.134157	66.858172
18.838097	62.595625
16.894007	56.174066
13.977870	46.476836
9.603666	31.621617
3.042360	9.303031
-6.799599	-27.036234
-14.181068	-47.357520
-16.949120	-54.428484
-21.101196	-64.581930
-22.139214	-66.179875
-23.177233	-67.633219
-24.734262	-69.269609
-24.930195	-66.134141
-22.594652	-57.811828
-20.259109	-50.038863
-17.923567	-43.417059
-14.420252	-34.303152
-9.165280	-20.827113
-7.194665	-15.888422
-4.238744	-8.516469
0.225160	2.779215
7.899187	23.480824
10.776947	33.123828
13.654708	42.382445
16.532469	51.296262
19.410229	60.062297
23.726870	73.414625
25.345610	77.337930
26.964350	79.964555
28.583090	77.505750
28.886604	74.192898
29.190117	70.708852
29.645388	65.293414
29.671705	57.302898
28.647346	47.316285
27.110809	37.472832
26.726673	35.463023
26.342539	33.431465
25.766338	30.681082
24.902035	27.191566
24.577921	25.966348
24.091751	24.155480
23.909437	23.521773
23.635965	22.526746
23.225760	21.153902
22.610451	19.301227
21.687487	16.933730
20.303040	14.331336
18.226372	11.898898
15.111367	11.554434
11.996364	10.794543
8.881360	9.845738
7.713233	9.129453
5.961044	8.220539
5.303973	7.571316
4.318367	6.595863
2.839957	4.348426
0.622342	-0.397152
-1.595273	-5.525547
-3.812889	-10.615117
-7.139311	-17.217289
-12.128945	-28.437695
-14.000058	-32.671809
-16.806726	-38.615973
-21.016731	-46.949086
-25.226734	-52.260176
-26.279236	-51.337344
-27.331736	-48.105047
-27.726423	-46.325758
-28.318455	-43.119199
-29.206503	-38.483562
-29.539520	-36.926871
-29.960953	-34.207625
-29.773630	-33.256813
-29.492645	-31.733941
-29.071171	-29.703941
-28.438957	-27.115965
-27.490637	-23.945418
-27.135015	-22.869258
-26.601585	-21.366855
-26.401550	-20.842277
-26.101496	-20.042234
-25.651413	-18.930406
-24.976290	-17.456035
-23.963606	-15.594113
-22.444580	-13.604953
-20.166042	-11.818469
-17.887503	-11.660270
-15.608965	-11.164793
-13.330426	-10.623180
-9.912618	-9.727574
-8.630939	-8.928211
-6.708423	-7.809844
-5.987479	-7.106590
-4.906063	-5.980336
-3.283939	-3.833355
-0.850754	-0.181328
1.793423	3.583414
4.551033	6.542238
5.240436	6.649570
5.929838	7.238805
6.963942	7.705406
8.515099	8.216441
10.841832	8.806992
11.714357	9.270785
13.023145	9.539074
14.986326	9.887461
17.931099	10.383008
19.035389	10.839758
20.691824	10.761234
21.312986	10.308113
22.244730	9.552004
22.594135	9.401512
23.118240	8.977750
23.904400	8.408426
24.199209	8.311867
24.641424	8.012730
25.304747	7.613684
25.553492	7.564566
25.926611	7.360129
26.486288	7.084926
27.325806	6.744430
28.585081	6.317008
30.473993	5.784891
33.307362	5.225113
33.630123	5.115824
33.231682	5.014539
32.634018	4.952691
31.737522	4.807711
30.392778	4.607105
28.375662	4.297258
25.349989	3.838730
20.811478	3.165078
19.109537	2.699441
16.556625	2.329691
12.727258	1.806648
11.291245	1.424602
9.137225	1.120773
5.906196	0.685895
4.694560	0.351305
2.877106	0.021652
2.195561	-0.211125
1.173243	-0.508348
-0.360234	-1.493352
-0.935287	-2.205992
-1.797868	-3.361684
-3.091739	-4.975340
-5.032545	-6.746613
-7.943755	-8.137410
-9.035459	-8.792512
-10.673014	-9.252805
-13.129347	-9.804715
-14.050471	-10.237570
-15.432159	-10.501254
-17.504690	-10.868957
-18.281889	-11.183164
-19.447687	-11.387637
-21.196386	-10.606340
-21.852148	-10.426914
-22.098059	-10.366812
-22.466925	-10.094086
-23.020224	-9.700875
-23.227711	-9.630746
-23.538940	-9.399395
-24.005787	-9.063332
-24.180855	-9.000621
-24.443455	-8.802746
-24.837357	-8.514230
-25.428209	-8.126059
-26.314487	-7.618586
-27.643904	-6.964500
-29.638029	-6.201906
-32.629219	-5.377699
-33.750912	-5.237270
-33.828453	-5.145828
-33.670712	-5.095602
-33.434105	-5.066383
-33.079193	-5.014664
-32.546825	-4.935961
-31.748276	-4.818652
-30.550449	-4.644078
-28.753710	-4.385187
-26.058601	-4.005594
-22.015938	-3.451328
-20.499939	-3.080023
-18.225941	-2.782488
-14.814942	-2.366324
-13.535818	-2.080812
-11.617132	-1.850305
-8.739103	-1.536063
-7.659842	-1.326797
-6.040951	-1.166008
-3.612614	-0.932855
-2.701987	-0.810230
-1.336048	-0.654734
0.796728	-0.437113
1.655462	-0.207352
2.943563	0.024402
4.875715	0.249207
7.773943	0.589402
8.860779	0.905609
10.491032	1.123160
12.936411	1.414742
16.604481	1.870680
17.980007	2.255195
20.043297	2.536500
23.138229	2.943160
24.298830	3.269855
26.039730	3.524184
28.651081	3.896355
29.630337	4.184191
31.099220	4.411562
31.650053	4.575070
32.476299	4.703367
33.715672	4.890738
35.574730	4.764523
37.636684	4.536988
37.375256	4.554984
36.983112	4.501367
36.394894	4.415797
35.512569	4.283355
34.189079	4.084832
32.203846	3.790215
29.225996	3.353645
24.759222	2.710633
23.084183	2.259660
20.571621	1.899859
16.802780	1.391227
15.389465	1.036945
13.269492	0.755441
10.089532	0.369895
8.897048	0.111598
7.108320	-0.077984
4.425230	-0.313793
3.419070	-0.495008
1.909832	-0.585242
-0.354026	-0.663035
-1.202973	-0.740938
-2.476393	-0.805344
-4.386523	-0.909711
-7.251719	-1.101094
-8.326167	-1.290176
-9.937840	-1.467793
-12.355348	-1.710598
-15.981611	-2.106125
-17.341459	-2.442582
-19.381233	-2.704246
-22.440891	-3.085770
-23.588264	-3.375742
-25.309322	-3.610055
-27.890909	-3.964488
-28.859005	-4.230586
-30.311148	-4.442887
-30.855701	-4.593125
-31.672533	-4.714453
-32.897778	-4.893707
-34.735645	-4.689371
-37.492451	-4.438805
-37.473751	-4.308375
-35.923050	-4.134039
-33.596996	-3.802406
-30.107918	-3.308219
-28.799515	-2.968016
-26.836908	-2.687883
-23.892998	-2.297430
-19.477133	-1.734410
-17.821184	-1.379102
-15.337260	-1.096816
-11.611374	-0.708793
-10.214168	-0.524789
-8.118357	-0.447926
-4.974640	-0.431023
-0.259066	-0.523172
1.668145	-0.420957
4.599867	-0.361551
5.699263	-0.205031
7.348357	-0.087168
9.821997	0.113953
13.532458	0.486707
14.923881	0.835859
17.011015	1.103785
20.141716	1.499184
21.315729	1.804098
23.076748	2.047273
25.718277	2.404770
26.708851	2.676637
28.194712	2.893340
30.423502	3.213152
31.259298	3.442035
32.512993	3.625359
34.393536	3.897684
35.098736	4.092324
36.156544	4.251145
36.553219	4.361410
37.148235	4.452086
38.040756	4.540500
39.379539	4.489961
41.387718	4.394199
41.859215	4.374934
41.576817	4.331742
41.153217	4.275402
40.517818	4.180793
39.564720	4.037043
38.135071	3.822195
35.990597	3.502098
32.773884	3.022523
27.948820	2.326234
26.139421	1.862574
23.425322	1.475430
19.354172	0.917305
17.827492	0.538734
15.537471	0.246852
12.102439	-0.128914
6.949891	-0.389660
5.661754	-0.643223
4.373617	-0.681297
2.441412	-0.656230
-0.456896	-0.577617
-4.804358	-0.443668
-6.434657	-0.479547
-8.880104	-0.481637
-12.548275	-0.603371
-13.923839	-0.791145
-15.987185	-0.988539
-19.082205	-1.311512
-20.242836	-1.567559
-21.983786	-1.784410
-24.595207	-2.101246
-28.512341	-2.605879
-29.981266	-2.980199
-32.184654	-3.285488
-33.010925	-3.504121
-34.250328	-3.683488
-36.109440	-3.950023
-38.898102	-4.031805
-40.918903	-3.905215
-40.526749	-3.899191
-39.938515	-3.819629
-39.056164	-3.694742
-37.732639	-3.504426
-35.747353	-3.224074
-32.769421	-2.810039
-28.302523	-2.204840
-26.627436	-1.806945
-24.114805	-1.477805
-20.345860	-1.019527
-14.692441	-0.414539
-12.572410	-0.225258
-9.392362	-0.257652
-8.199843	-0.208066
-6.411067	-0.242844
-3.727902	-0.322090
0.325117	-0.469051
1.978139	-0.445934
4.457671	-0.512555
8.176970	-0.545477
9.571707	-0.404551
11.663812	-0.294055
14.801970	-0.045191
19.509207	0.459535
21.274422	0.903297
23.922241	1.255039
27.893974	1.787707
29.383373	2.195207
31.617472	2.512738
34.968620	2.983805
36.225300	3.318152
38.110321	3.597383
38.817204	3.791594
39.877529	3.951480
41.468014	4.194465
43.853745	4.251313
44.748394	4.311102
45.909634	4.226992
45.783825	4.245105
45.595108	4.215262
45.312035	4.173355
44.887428	4.104059
44.250515	4.014559
43.295147	3.864961
41.862091	3.651414
39.712509	3.332336
36.488140	2.854070
31.651583	2.156949
29.837873	1.697398
27.117310	1.311906
23.036465	0.755754
16.915197	-0.027168
14.619721	-0.460062
11.176508	-0.591547
9.885303	-0.728629
7.948496	-0.732883
5.043285	-0.672055
0.685469	-0.517488
-0.948713	-0.543750
-3.399985	-0.454398
-7.076893	-0.320188
-12.592255	-0.214062
-14.660516	-0.349676
-17.762907	-0.509840
-22.416492	-0.909566
-24.161589	-1.268141
-26.779230	-1.597680
-30.705694	-2.095910
-32.178120	-2.466121
