# Displacement (mm)	Force (kN)
-4.670970	-13.998695
-4.672773	-13.972641
-4.675478	-13.915301
-4.679534	-13.858711
-4.681055	-13.828160
-4.683337	-13.777699
-4.684193	-13.753500
-4.685476	-13.730156
-4.687401	-13.675074
-4.688123	-13.661633
-4.689206	-13.640168
-4.689612	-13.626180
-4.690221	-13.612312
-4.690678	-13.596324
-4.691364	-13.579691
-4.691535	-13.574906
-4.691706	-13.570352
-4.691877	-13.565793
-4.692134	-13.556137
-4.692520	-13.544723
-4.692809	-13.532941
-4.693098	-13.523254
-4.693388	-13.513586
-4.693676	-13.500148
-4.693965	-13.488387
-4.694255	-13.476418
-4.694544	-13.460574
-4.694833	-13.446309
-4.695122	-13.431852
-4.695411	-13.413633
-4.695700	-13.397098
-4.695990	-13.380539
-4.696279	-13.360441
-4.696568	-13.342199
-4.696857	-13.324133
-4.697146	-13.302746
-4.697435	-13.283355
-4.697724	-13.264301
-4.698013	-13.242082
-4.698302	-13.221945
-4.698591	-13.199730
-4.698881	-13.176781
-4.699170	-13.153789
-4.699459	-13.133277
-4.699748	-13.112891
-4.700037	-13.092598
-4.700326	-13.071836
-4.700615	-13.047828
-4.700904	-13.025754
-4.701193	-13.001645
-4.701483	-12.976770
-4.701772	-12.951777
-4.702061	-12.929098
-4.702350	-12.906469
-4.702639	-12.883836
-4.702928	-12.860660
-4.703217	-12.834246
-4.703506	-12.809590
-4.703795	-12.782914
-4.704084	-12.755410
-4.704374	-12.727730
-4.704663	-12.702250
-4.704952	-12.677160
-4.705241	-12.649047
-4.705530	-12.622551
-4.705819	-12.596273
-4.706109	-12.567320
-4.706398	-12.537398
-4.706686	-12.507277
-4.706975	-12.479230
-4.707265	-12.451566
-4.707554	-12.420984
-4.707843	-12.391891
-4.708132	-12.362984
-4.708421	-12.331504
-4.708710	-12.299000
-4.709000	-12.266250
-4.709289	-12.233391
-4.709578	-12.202469
-4.709867	-12.171883
-4.710156	-12.140898
-4.710445	-12.106953
-4.710662	-12.082313
-4.710879	-12.058125
-4.711095	-12.032383
-4.711312	-12.005773
-4.711529	-11.978785
-4.711746	-11.951582
-4.711963	-11.924141
-4.712180	-11.897730
-4.712342	-11.878055
-4.712505	-11.858281
-4.712667	-11.838184
-4.712830	-11.816844
-4.712993	-11.794547
-4.713155	-11.771656
-4.713318	-11.748328
-4.713481	-11.724594
-4.713644	-11.701242
-4.713806	-11.677914
-4.713969	-11.654211
-4.714131	-11.629098
-4.714294	-11.602805
-4.714457	-11.575656
-4.714619	-11.547824
-4.714782	-11.520156
-4.714944	-11.492367
-4.715107	-11.464121
-4.715270	-11.434445
-4.715432	-11.403578
-4.715595	-11.371855
-4.715757	-11.339469
-4.715920	-11.307258
-4.716083	-11.274984
-4.716245	-11.242324
-4.716408	-11.208344
-4.716570	-11.173254
-4.716733	-11.137391
-4.716896	-11.100965
-4.717059	-11.064789
-4.717221	-11.028633
-4.717384	-10.992191
-4.717506	-10.964539
-4.717628	-10.936223
-4.717750	-10.907223
-4.717872	-10.877715
-4.717994	-10.847832
-4.718115	-10.817719
-4.718237	-10.787699
-4.718359	-10.757762
-4.718482	-10.727723
-4.718604	-10.697434
-4.718725	-10.666395
-4.718847	-10.634590
-4.718969	-10.602145
-4.719091	-10.569172
-4.719213	-10.535719
-4.719335	-10.502266
-4.719457	-10.468668
-4.719579	-10.434773
-4.719701	-10.400461
-4.719823	-10.365664
-4.719945	-10.329957
-4.720067	-10.293344
-4.720189	-10.255988
-4.720311	-10.218078
-4.720433	-10.179953
-4.720555	-10.141629
-4.720677	-10.103031
-4.720799	-10.064043
-4.720921	-10.024250
-4.721012	-9.993867
-4.721104	-9.963156
-4.721195	-9.932254
-4.721287	-9.901219
-4.721378	-9.870043
-4.721470	-9.838504
-4.721561	-9.806520
-4.721653	-9.774168
-4.721744	-9.741633
-4.721836	-9.708980
-4.721927	-9.676176
-4.722019	-9.643160
-4.722110	-9.609879
-4.722201	-9.576105
-4.722293	-9.541809
-4.722384	-9.507152
-4.722476	-9.472207
-4.722568	-9.436805
-4.722659	-9.400895
-4.722750	-9.364617
-4.722842	-9.328031
-4.722933	-9.291133
-4.723025	-9.253887
-4.723116	-9.216121
-4.723208	-9.177898
-4.723299	-9.139273
-4.723391	-9.100105
-4.723482	-9.060379
-4.723574	-9.020285
-4.723665	-8.980379
-4.723757	-8.940227
-4.723848	-8.899609
-4.723939	-8.858465
-4.724031	-8.816816
-4.724123	-8.774688
-4.724214	-8.732141
-4.724306	-8.689160
-4.724397	-8.645762
-4.724488	-8.601996
-4.724580	-8.558336
-4.724671	-8.514395
-4.724763	-8.469984
-4.724854	-8.425094
-4.724946	-8.379781
-4.725037	-8.334055
-4.725129	-8.287969
-4.725220	-8.241988
-4.725312	-8.195770
-4.725403	-8.149129
-4.725495	-8.102039
-4.725586	-8.054582
-4.725677	-8.006777
-4.725769	-7.959062
-4.725861	-7.911113
-4.725952	-7.862758
-4.726044	-7.813988
-4.726135	-7.764859
-4.726226	-7.715410
-4.726318	-7.666051
-4.726409	-7.616480
-4.726501	-7.566523
-4.726593	-7.516199
-4.726684	-7.465531
-4.726775	-7.414930
-4.726867	-7.364105
-4.726958	-7.312910
-4.727050	-7.261348
-4.727141	-7.209453
-4.727233	-7.157625
-4.727324	-7.105578
-4.727416	-7.053168
-4.727507	-7.000398
-4.727599	-6.947309
-4.727690	-6.894297
-4.727782	-6.841078
-4.727873	-6.787488
-4.727964	-6.733527
-4.728056	-6.679246
-4.728148	-6.625070
-4.728239	-6.570711
-4.728331	-6.516016
-4.728422	-6.460988
-4.728513	-6.406027
-4.728605	-6.350875
-4.728696	-6.295379
-4.728788	-6.239551
-4.728879	-6.183789
-4.728971	-6.127832
-4.729062	-6.071535
-4.729154	-6.014918
-4.729245	-5.958371
-4.729337	-5.901641
-4.729428	-5.844594
-4.729520	-5.787242
-4.729611	-5.729961
-4.729702	-5.672516
-4.729794	-5.614770
-4.729886	-5.556734
-4.729977	-5.498781
-4.730069	-5.440680
-4.730160	-5.382324
-4.730251	-5.324027
-4.730343	-5.265562
-4.730434	-5.206793
-4.730526	-5.147730
-4.730618	-5.088738
-4.730709	-5.029605
-4.730800	-4.970219
-4.730892	-4.910898
-4.730983	-4.851418
-4.731075	-4.791684
-4.731166	-4.732004
-4.731258	-4.672168
-4.731349	-4.612086
-4.731441	-4.552059
-4.731532	-4.491887
-4.731624	-4.431477
-4.731715	-4.371129
-4.731807	-4.310645
-4.731898	-4.249937
-4.731989	-4.189297
-4.732081	-4.128535
-4.732172	-4.067863
-4.732264	-4.007055
-4.732356	-3.946027
-4.732447	-3.885059
-4.732538	-3.823977
-4.732630	-3.762699
-4.732721	-3.701508
-4.732813	-3.640227
-4.732904	-3.578777
-4.732996	-3.517430
-4.733087	-3.456012
-4.733179	-3.394719
-4.733270	-3.333344
-4.733362	-3.271805
-4.733453	-3.210355
-4.733545	-3.148863
-4.733636	-3.087496
-4.733727	-3.026047
-4.733819	-2.964434
-4.733911	-2.902922
-4.734002	-2.841637
-4.734094	-2.780309
-4.734185	-2.718812
-4.734276	-2.657395
-4.734368	-2.595914
-4.734459	-2.534297
-4.734551	-2.472793
-4.734643	-2.411289
-4.734734	-2.349941
-4.734825	-2.288555
-4.734917	-2.227305
-4.735008	-2.166020
-4.735100	-2.104621
-4.735191	-2.043340
-4.735283	-1.982316
-4.735374	-1.921293
-4.735466	-1.860164
-4.735557	-1.799145
-4.735649	-1.738129
-4.735740	-1.677258
-4.735832	-1.616398
-4.735923	-1.555684
-4.736014	-1.494949
-4.736106	-1.434359
-4.736197	-1.373781
-4.736289	-1.313359
-4.736381	-1.252934
-4.736472	-1.192652
-4.736563	-1.132395
-4.736655	-1.072297
-4.736746	-1.012223
-4.736838	-0.952305
-4.736929	-0.892398
-4.737021	-0.832641
-4.737112	-0.772926
-4.737204	-0.713383
-4.737295	-0.653879
-4.737387	-0.594547
-4.737478	-0.535258
-4.737570	-0.476141
-4.737661	-0.417262
-4.737752	-0.358430
-4.737844	-0.299551
-4.737936	-0.240816
-4.738027	-0.182152
-4.738119	-0.123680
-4.738210	-0.065480
-4.738301	-0.007359
-4.738439	0.079285
-4.738576	0.166098
-4.738713	0.252578
-4.738850	0.339078
-4.738987	0.425219
-4.739125	0.511348
-4.739262	0.597094
-4.739399	0.682320
-4.739605	0.810063
-4.739811	0.937027
-4.740016	1.063953
-4.740222	1.189781
-4.740428	1.314242
-4.740634	1.437355
-4.740943	1.618277
-4.741251	1.798918
-4.741560	1.976301
-4.741638	2.021125
-4.741714	2.065293
-4.741792	2.109105
-4.741869	2.152668
-4.741985	2.217227
-4.742158	2.313098
-4.742332	2.407598
-4.742506	2.500426
-4.742766	2.637453
-4.742962	2.738375
-4.743157	2.836895
-4.743352	2.933129
-4.743646	3.072211
-4.743865	3.175395
-4.744085	3.276305
-4.744305	3.374746
-4.744635	3.519000
-4.744882	3.624383
-4.745129	3.726270
-4.745377	3.918535
-4.745747	4.020934
-4.746026	4.112367
-4.746304	4.206906
-4.746582	4.299949
-4.746999	4.436562
-4.747312	4.535352
-4.747625	4.629473
-4.747938	4.716887
-4.748407	4.843625
-4.748759	4.934660
-4.749112	5.020781
-4.749464	5.104734
-4.749991	5.218078
-4.750388	5.300199
-4.750784	5.375285
-4.751180	5.443664
-4.751328	5.468961
-4.751551	5.504258
-4.751885	5.555078
-4.752220	5.602113
-4.752554	5.645230
-4.752804	5.677047
-4.753055	5.706777
-4.753305	5.734254
-4.753682	5.773418
-4.753963	5.800586
-4.754246	5.824980
-4.754528	5.848699
-4.754809	5.870352
-4.755092	5.889844
-4.755373	5.909094
-4.755655	5.926707
-4.755938	5.942551
-4.756219	5.958598
-4.756501	5.973426
-4.756783	5.986715
-4.757065	5.998559
-4.757347	6.009203
-4.757629	6.019383
-4.757911	6.030816
-4.758193	6.041934
-4.758475	6.052375
-4.758757	6.063824
-4.759039	6.074742
-4.759321	6.084781
-4.759603	6.095465
-4.759885	6.105379
-4.760167	6.114352
-4.760449	6.124176
-4.760731	6.133469
-4.761013	6.143379
-4.761295	6.152379
-4.761577	6.160312
-4.761859	6.167590
-4.762141	6.175887
-4.762423	6.183785
-4.762705	6.192246
-4.762987	6.199918
-4.763268	6.206777
-4.763551	6.214500
-4.763833	6.221629
-4.764114	6.227801
-4.764397	6.234738
-4.764678	6.241223
-4.764960	6.247008
-4.765243	6.253488
-4.765524	6.259430
-4.765806	6.264738
-4.766088	6.270988
-4.766370	6.276766
-4.766652	6.281777
-4.766934	6.287516
-4.767216	6.293234
-4.767498	6.299582
-4.767780	6.305504
-4.768062	6.310512
-4.768344	6.316031
-4.768626	6.321359
-4.768908	6.325883
-4.769190	6.331020
-4.769472	6.335965
-4.769754	6.341395
-4.770036	6.346367
-4.770318	6.350871
-4.770600	6.355895
-4.770882	6.360613
-4.771164	6.366109
-4.771446	6.371168
-4.771728	6.375527
-4.772010	6.380242
-4.772433	6.385805
-4.772856	6.393168
-4.773279	6.399309
-4.773702	6.406617
-4.774125	6.412355
-4.774548	6.416488
-4.774971	6.422172
-4.775393	6.426344
-4.775816	6.431328
-4.776239	6.434395
-4.776874	6.438949
-4.777508	6.438637
-4.778142	6.434016
-4.778777	6.431059
-4.779411	6.422914
-4.780046	6.414723
-4.780680	6.400648
-4.781315	6.386090
-4.782266	6.350309
-4.783218	6.313844
-4.784170	6.264379
-4.785121	6.213352
-4.786073	6.149789
-4.787024	6.085453
-4.787976	6.008984
-4.788928	5.932109
-4.789879	5.844250
-4.790831	5.757293
-4.791783	5.660117
-4.792735	5.564457
-4.793686	5.459906
-4.794638	5.358281
-4.795589	5.248566
-4.796541	5.142395
-4.797493	5.029367
-4.798444	4.921137
-4.799396	4.806660
-4.800348	4.697355
-4.801299	4.582785
-4.802251	4.474328
-4.803203	4.359906
-4.804154	4.253180
-4.805106	4.115484
-4.806057	4.024687
-4.807009	3.926637
-4.807961	3.821094
-4.808913	3.720820
-4.809864	3.616230
-4.810816	3.518441
-4.811768	3.416555
-4.812719	3.321559
-4.813671	3.230184
-4.814622	3.132883
-4.815574	3.041391
-4.816526	2.945988
-4.817477	2.857410
-4.818429	2.772445
-4.819381	2.681629
-4.820333	2.596824
-4.821284	2.515406
-4.822236	2.428156
-4.823187	2.346840
-4.824139	2.261457
-4.825090	2.182371
-4.826042	2.107090
-4.826994	2.026117
-4.827946	1.950953
-4.828897	1.879102
-4.829849	1.801523
-4.830801	1.729688
-4.831752	1.661133
-4.832704	1.586875
-4.833655	1.518266
-4.834607	1.452891
-4.835559	1.381828
-4.836510	1.316316
-4.837462	1.254000
-4.838414	1.186012
-4.839365	1.123484
-4.840317	1.064090
-4.841269	0.999035
-4.842220	0.939359
-4.843172	0.882109
-4.844123	0.818832
-4.845075	0.760348
-4.846027	0.704203
-4.846979	0.643223
-4.847930	0.588648
-4.848882	0.535680
-4.849833	0.478176
-4.850785	0.426734
-4.851737	0.377020
-4.852688	0.322422
-4.853640	0.273148
-4.854592	0.226699
-4.855543	0.174891
-4.856495	0.127883
-4.857447	0.083824
-4.858398	0.040914
-4.859350	-0.007996
-4.860301	-0.052445
-4.861253	-0.094039
-4.862205	-0.141156
-4.863156	-0.183434
-4.864108	-0.223055
-4.865060	-0.261348
-4.866012	-0.305723
-4.866963	-0.345590
-4.867915	-0.382891
-4.868866	-0.425391
-4.869818	-0.460586
-4.870770	-0.491930
-4.871721	-0.522676
-4.872673	-0.556402
-4.873625	-0.591242
-4.874577	-0.625824
-4.875528	-0.659871
-4.876480	-0.693277
-4.877431	-0.726367
-4.878383	-0.765281
-4.879334	-0.797395
-4.880286	-0.825734
-4.881238	-0.853395
-4.882190	-0.883871
-4.883141	-0.915379
-4.884093	-0.946578
-4.885045	-0.977148
-4.885996	-1.007000
-4.886948	-1.036453
-4.887899	-1.071484
-4.888851	-1.099973
-4.889803	-1.124742
-4.890754	-1.148801
-4.891706	-1.175566
-4.892658	-1.200652
-4.893610	-1.227109
-4.894561	-1.251516
-4.895513	-1.277324
-4.896464	-1.304152
-4.897416	-1.327906
-4.898367	-1.352742
-4.899319	-1.375566
-4.900271	-1.400129
-4.901223	-1.425422
-4.902174	-1.448086
-4.903126	-1.471672
-4.904078	-1.493379
-4.905029	-1.516582
-4.905981	-1.538223
-4.906932	-1.561063
-4.907884	-1.582020
-4.908836	-1.604348
-4.909787	-1.624863
-4.910739	-1.646715
-4.911691	-1.666996
-4.912642	-1.688383
-4.913594	-1.707926
-4.914546	-1.728773
-4.915497	-1.747855
-4.916449	-1.768203
-4.917400	-1.787000
-4.918352	-1.806828
-4.919304	-1.824836
-4.920256	-1.844066
-4.921207	-1.861566
-4.922159	-1.880273
-4.923110	-1.897488
-4.924062	-1.915707
-4.925014	-1.932187
-4.925965	-1.949895
-4.926917	-1.965980
-4.927869	-1.983301
-4.928821	-1.999246
-4.929772	-2.016227
-4.930724	-2.031605
-4.931675	-2.048227
-4.932627	-2.063352
-4.933578	-2.079730
-4.934530	-2.094836
-4.935482	-2.187937
-4.936434	-2.168988
-4.937385	-2.175320
-4.938337	-2.184602
-4.939289	-2.196691
-4.940240	-2.208199
-4.941192	-2.221461
-4.942143	-2.233891
-4.943095	-2.247609
-4.944047	-2.260086
-4.944998	-2.273910
-4.945950	-2.286512
-4.946902	-2.300383
-4.947854	-2.312984
-4.948805	-2.326797
-4.949757	-2.339520
-4.950708	-2.353238
-4.951660	-2.365590
-4.952611	-2.379094
-4.953563	-2.391313
-4.954515	-2.404656
-4.955467	-2.416703
-4.956418	-2.429844
-4.957370	-2.441688
-4.958322	-2.454605
-4.959273	-2.466438
-4.960225	-2.479152
-4.961176	-2.490539
-4.962128	-2.502977
-4.963080	-2.514172
-4.964031	-2.526410
-4.964983	-2.537414
-4.965935	-2.549434
-4.966887	-2.560219
-4.967838	-2.571988
-4.968790	-2.582535
-4.969741	-2.592074
-4.970693	-2.603453
-4.971644	-2.613918
-4.972596	-2.625434
-4.973548	-2.635648
-4.974500	-2.646812
-4.975451	-2.656719
-4.976403	-2.667609
-4.977355	-2.677285
-4.978306	-2.687957
-4.979258	-2.697437
-4.980209	-2.706012
-4.981161	-2.716258
-4.982113	-2.725730
-4.983065	-2.736148
-4.984016	-2.745410
-4.984968	-2.755508
-4.985919	-2.764484
-4.986871	-2.774336
-4.987823	-2.783113
-4.988774	-2.790957
-4.989726	-2.800457
-4.990678	-2.809207
-4.991629	-2.818918
-4.992581	-2.827492
-4.993533	-2.836918
-4.994484	-2.845238
-4.995436	-2.854437
-4.996387	-2.862578
-4.997339	-2.869855
-4.998291	-2.878660
-4.999242	-2.886832
-5.000194	-2.895879
-5.001146	-2.903902
-5.002098	-2.912688
-5.003049	-2.920473
-5.004001	-2.929051
-5.004952	-2.936676
-5.005904	-2.943414
-5.006855	-2.951652
-5.007807	-2.959277
-5.008759	-2.967766
-5.009711	-2.975254
-5.010662	-2.983500
-5.011614	-2.990773
-5.012566	-2.997195
-5.013517	-3.005012
-5.014469	-3.012289
-5.015420	-3.020379
-5.016372	-3.027555
-5.017324	-3.035426
-5.018275	-3.042395
-5.019227	-3.048500
-5.020179	-3.055977
-5.021131	-3.062918
-5.022082	-3.070684
-5.023034	-3.077547
-5.023985	-3.085105
-5.024937	-3.091773
-5.025888	-3.097621
-5.026840	-3.104762
-5.027792	-3.111438
-5.028744	-3.118883
-5.029695	-3.125496
-5.030647	-3.137422
-5.031599	-3.141879
-5.032550	-3.146773
-5.033502	-3.153270
-5.034453	-3.159445
-5.035405	-3.166473
-5.036357	-3.172723
-5.037308	-3.179637
-5.038260	-3.185762
-5.039212	-3.191109
-5.040164	-3.197660
-5.041115	-3.203828
-5.042067	-3.210723
-5.043018	-3.216887
-5.043970	-3.223637
-5.044922	-3.229648
-5.045873	-3.234867
-5.046825	-3.241254
-5.047777	-3.247262
-5.048728	-3.253996
-5.049680	-3.260008
-5.050632	-3.265238
-5.051583	-3.271551
-5.052535	-3.277508
-5.053486	-3.284141
-5.054438	-3.290090
-5.055390	-3.296578
-5.056342	-3.302383
-5.057293	-3.307422
-5.058245	-3.313543
-5.059196	-3.319336
-5.060148	-3.325816
-5.061100	-3.331637
-5.062051	-3.336695
-5.063003	-3.342766
-5.063955	-3.348531
-5.064906	-3.354930
-5.065858	-3.360707
-5.066810	-3.366977
-5.067761	-3.372613
-5.068713	-3.377508
-5.069664	-3.383410
-5.070616	-3.389031
-5.071568	-3.395297
-5.072519	-3.400969
-5.073471	-3.405906
-5.074423	-3.411777
-5.075375	-3.417387
-5.076326	-3.423594
-5.077278	-3.429238
-5.078229	-3.434145
-5.079181	-3.439961
-5.080132	-3.445523
-5.081084	-3.451687
-5.082036	-3.457293
-5.082988	-3.462188
-5.083939	-3.467957
-5.084891	-3.473504
-5.085843	-3.479621
-5.086794	-3.485238
-5.087746	-3.490176
-5.088697	-3.496016
-5.089649	-3.501699
-5.090601	-3.508043
-5.091552	-3.513992
-5.092504	-3.519398
-5.093456	-3.525781
-5.094408	-3.532148
-5.095359	-3.539270
-5.096311	-3.546137
-5.097262	-3.552566
-5.098214	-3.560055
-5.099165	-3.567629
-5.100117	-3.576031
-5.101069	-3.584270
-5.102021	-3.592160
-5.102973	-3.601137
-5.103924	-3.610273
-5.104876	-3.620270
-5.105827	-3.630172
-5.106779	-3.639762
-5.107730	-3.650445
-5.108682	-3.661313
-5.109634	-3.673055
-5.110586	-3.684715
-5.111537	-3.696078
-5.112489	-3.708500
-5.113441	-3.721117
-5.114392	-3.734563
-5.115344	-3.747934
-5.116295	-3.760992
-5.117247	-3.775051
-5.118199	-3.789273
-5.119150	-3.804285
-5.120102	-3.819187
-5.121054	-3.833750
-5.122005	-3.849230
-5.122957	-3.864848
-5.123909	-3.881180
-5.124860	-3.897375
-5.125812	-3.913184
-5.126763	-3.929840
-5.127715	-3.946582
-5.128667	-3.963980
-5.129619	-3.981195
-5.130570	-3.997992
-5.131522	-4.015551
-5.132473	-4.033168
-5.133425	-4.051367
-5.134377	-4.069371
-5.135328	-4.086906
-5.136280	-4.105148
-5.137232	-4.123406
-5.138183	-4.142211
-5.139135	-4.160781
-5.140087	-4.178871
-5.141038	-4.197609
-5.141990	-4.216340
-5.142941	-4.235570
-5.143893	-4.254562
-5.144845	-4.273051
-5.145796	-4.292137
-5.146748	-4.311203
-5.147700	-4.330742
-5.148652	-4.350023
-5.149603	-4.368797
-5.150555	-4.388125
-5.151506	-4.407422
-5.152458	-4.427148
-5.153409	-4.446629
-5.154361	-4.465586
-5.155313	-4.485062
-5.156265	-4.504492
-5.157216	-4.524336
-5.158168	-4.543918
-5.159120	-4.562977
-5.160071	-4.582512
-5.161023	-4.602000
-5.161974	-4.621867
-5.162926	-4.641477
-5.163878	-4.660563
-5.164830	-4.680086
-5.165781	-4.699555
-5.166733	-4.719383
-5.167685	-4.738949
-5.168636	-4.757992
-5.169588	-4.777441
-5.170539	-4.796828
-5.171491	-4.816555
-5.172443	-4.836023
-5.173394	-4.854965
-5.174346	-4.874289
-5.175298	-4.893547
-5.176250	-4.913129
-5.177201	-4.932465
-5.178153	-4.951270
-5.179104	-4.970438
-5.180056	-4.989547
-5.181007	-5.008957
-5.181959	-5.028129
-5.182911	-5.046777
-5.183863	-5.065762
-5.184814	-5.084688
-5.185766	-5.103906
-5.186718	-5.122883
-5.187669	-5.141348
-5.188621	-5.160129
-5.189572	-5.178852
-5.190524	-5.197852
-5.191476	-5.216629
-5.192427	-5.234891
-5.193379	-5.253457
-5.194331	-5.271961
-5.195282	-5.290738
-5.196234	-5.309289
-5.197186	-5.327344
-5.198137	-5.345672
-5.199089	-5.363957
-5.200040	-5.382492
-5.200992	-5.400812
-5.201944	-5.418641
-5.202896	-5.436738
-5.203847	-5.454777
-5.204799	-5.473070
-5.205750	-5.491152
-5.206702	-5.508754
-5.207654	-5.526598
-5.208605	-5.544398
-5.209557	-5.562434
-5.210509	-5.580277
-5.211460	-5.597633
-5.212412	-5.615227
-5.213364	-5.632770
-5.214315	-5.650547
-5.215267	-5.668129
-5.216218	-5.685250
-5.217170	-5.702586
-5.218122	-5.719887
-5.219073	-5.737406
-5.220025	-5.754746
-5.220977	-5.771629
-5.221929	-5.788727
-5.222880	-5.805777
-5.223832	-5.823055
-5.224783	-5.840160
-5.225735	-5.856820
-5.226687	-5.873668
-5.227638	-5.890488
-5.228590	-5.907523
-5.229542	-5.924391
-5.230494	-5.940824
-5.231445	-5.957445
-5.232397	-5.974031
-5.233348	-5.990824
-5.234300	-6.007465
-5.235251	-6.023676
-5.236203	-6.040063
-5.237155	-6.056418
-5.238107	-6.072973
-5.239058	-6.089387
-5.240010	-6.105383
-5.240962	-6.121539
-5.241913	-6.137668
-5.242865	-6.153992
-5.243816	-6.170184
-5.244768	-6.185965
-5.245720	-6.201895
-5.246671	-6.217805
-5.247623	-6.233902
-5.248575	-6.249875
-5.249527	-6.265441
-5.250478	-6.281160
-5.251430	-6.296848
-5.252381	-6.312727
-5.253333	-6.328484
-5.254284	-6.343852
-5.255236	-6.359352
-5.256188	-6.374836
-5.257140	-6.390496
-5.258091	-6.406047
-5.259043	-6.421215
-5.259995	-6.436512
-5.260946	-6.451785
-5.261898	-6.467242
-5.262849	-6.482590
-5.263801	-6.497570
-5.264753	-6.512660
-5.265704	-6.527746
-5.266656	-6.543000
-5.267608	-6.558156
-5.268559	-6.572953
-5.269511	-6.587859
-5.270463	-6.602758
-5.271414	-6.617828
-5.272366	-6.632801
-5.273317	-6.647434
-5.274269	-6.662160
-5.275221	-6.676891
-5.276173	-6.691777
-5.277124	-6.706586
-5.278076	-6.721059
-5.279027	-6.735621
-5.279979	-6.750184
-5.280931	-6.764910
-5.281882	-6.779559
-5.282834	-6.793883
-5.283786	-6.808289
-5.284738	-6.822703
-5.285689	-6.837266
-5.286641	-6.851766
-5.287592	-6.865945
-5.288544	-6.880207
-5.289495	-6.894469
-5.290447	-6.908887
-5.291399	-6.923234
-5.292351	-6.937281
-5.293302	-6.951398
-5.294254	-6.965520
-5.295206	-6.979793
-5.296157	-6.994000
-5.297109	-7.007914
-5.298060	-7.021891
-5.299012	-7.035875
-5.299964	-7.050000
-5.300915	-7.064078
-5.301867	-7.077859
-5.302819	-7.091703
-5.303771	-7.105555
-5.304722	-7.119543
-5.305674	-7.133488
-5.306625	-7.147148
-5.307577	-7.160859
-5.308528	-7.174578
-5.309480	-7.188438
-5.310432	-7.202250
-5.311384	-7.215789
-5.312335	-7.229375
-5.313287	-7.242973
-5.314239	-7.256699
-5.315190	-7.270391
-5.316142	-7.283812
-5.317093	-7.297273
-5.318045	-7.310750
-5.318997	-7.324352
-5.319948	-7.337918
-5.320900	-7.351227
-5.321852	-7.364570
-5.322803	-7.377930
-5.323755	-7.391410
-5.324707	-7.404859
-5.325658	-7.418059
-5.326610	-7.431285
-5.327561	-7.444527
-5.328513	-7.457887
-5.329465	-7.471223
-5.330417	-7.484312
-5.331368	-7.497426
-5.332320	-7.510555
-5.333272	-7.523801
-5.334223	-7.537023
-5.335175	-7.550008
-5.336126	-7.563016
-5.337078	-7.576031
-5.338030	-7.589168
-5.338981	-7.602277
-5.339933	-7.615164
-5.340885	-7.628059
-5.341836	-7.640973
-5.342788	-7.653992
-5.343740	-7.666996
-5.344691	-7.679777
-5.345643	-7.692578
-5.346595	-7.705383
-5.347546	-7.718297
-5.348498	-7.731195
-5.349450	-7.743883
-5.350401	-7.756574
-5.351353	-7.769281
-5.352304	-7.782086
-5.353256	-7.794883
-5.354208	-7.807477
-5.355159	-7.820070
-5.356111	-7.832676
-5.357063	-7.845383
-5.358015	-7.858078
-5.358966	-7.870578
-5.359918	-7.883074
-5.360869	-7.895582
-5.361821	-7.908188
-5.362772	-7.920793
-5.363724	-7.933199
-5.364676	-7.945602
-5.365628	-7.958016
-5.366579	-7.970531
-5.367531	-7.983035
-5.368483	-7.995355
-5.369434	-8.007672
-5.370386	-8.019996
-5.371337	-8.032418
-5.372289	-8.044840
-5.373241	-8.057078
-5.374192	-8.069313
-5.375144	-8.081555
-5.376096	-8.093887
-5.377048	-8.106227
-5.377999	-8.118391
-5.378951	-8.130543
-5.379902	-8.142711
-5.380854	-8.154965
-5.381805	-8.167223
-5.382757	-8.179312
-5.383709	-8.191391
-5.384661	-8.203484
-5.385612	-8.215656
-5.386564	-8.227840
-5.387516	-8.239863
-5.388467	-8.251863
-5.389419	-8.263883
-5.390370	-8.275977
-5.391322	-8.288086
-5.392274	-8.300039
-5.393225	-8.311973
-5.394177	-8.323922
-5.395129	-8.335945
-5.396080	-8.347984
-5.397032	-8.359867
-5.397984	-8.371734
-5.398935	-8.383613
-5.399887	-8.395566
-5.400839	-8.407531
-5.401790	-8.419355
-5.402742	-8.431156
-5.403694	-8.442965
-5.404645	-8.454852
-5.405597	-8.466750
-5.406549	-8.478512
-5.407500	-8.490250
-5.408452	-8.502000
-5.409403	-8.513816
-5.410355	-8.525652
-5.411307	-8.537352
-5.412259	-8.549023
-5.413210	-8.560711
-5.414162	-8.572461
-5.415113	-8.584234
-5.416065	-8.595875
-5.417017	-8.607488
-5.417968	-8.619113
-5.418920	-8.630797
-5.419872	-8.642504
-5.420823	-8.654242
-5.421775	-8.665961
-5.422727	-8.677531
-5.423678	-8.689047
-5.424630	-8.700563
-5.425581	-8.712141
-5.426533	-8.723730
-5.427485	-8.735207
-5.428436	-8.746656
-5.429388	-8.758117
-5.430340	-8.769633
-5.431292	-8.781180
-5.432243	-8.792605
-5.433195	-8.804004
-5.434146	-8.815410
-5.435098	-8.826879
-5.436049	-8.838363
-5.437001	-8.849742
-5.437953	-8.861082
-5.438905	-8.872430
-5.439856	-8.883832
-5.440808	-8.895254
-5.441760	-8.906707
-5.442711	-8.918148
-5.443663	-8.929457
-5.444614	-8.940707
-5.445566	-8.951957
