# Displacement (mm)	Force (kN)
-28.991966	-104.381672
-31.191341	-111.059414
-33.509594	-116.403813
-30.210533	-103.667398
-26.911470	-92.318750
-23.612408	-81.127359
-18.663815	-64.213023
-11.240924	-38.759094
-0.106589	0.283555
18.547258	87.952820
25.102259	85.945828
27.560385	93.716078
31.247572	104.922930
36.778355	115.475211
37.838951	115.195766
36.456257	108.447391
34.382214	102.328164
32.308170	96.334719
30.234127	90.344797
27.123062	81.302727
22.456467	67.713180
15.456572	47.229000
4.956729	16.047375
-10.793036	-35.068742
-34.417683	-109.768406
-35.676155	-107.535883
-29.769995	-89.292484
-23.863834	-71.690836
-15.004592	-45.130539
-1.715729	-4.859734
20.135204	77.157656
27.380203	82.154078
38.247704	111.161516
40.964577	113.821023
40.318546	108.086984
37.601673	100.741313
34.884796	93.636305
32.167923	86.533625
28.092609	75.831664
21.979639	59.750891
12.810186	35.493680
-0.943994	-1.761227
-21.575262	-77.469437
-28.820263	-80.799797
-31.537138	-88.291344
-35.612450	-98.956273
-39.687763	-108.165773
-40.706589	-109.844766
-41.725418	-111.414523
-40.746338	-107.492883
-38.453976	-101.205758
-35.015430	-92.016227
-29.857615	-78.266289
-22.120888	-57.696562
-10.515800	-26.806414
7.548200	22.972383
36.146458	101.502586
37.933846	99.922586
39.721237	104.323391
42.402325	109.197516
45.083412	112.123984
44.235504	106.661234
41.554417	100.157078
38.873329	93.862422
36.192242	87.579273
32.170612	78.126117
26.138170	63.946441
17.089502	42.622070
3.516503	10.192023
-16.842997	-44.121117
-24.477810	-61.194398
-35.930031	-89.043078
-40.224613	-98.905852
-45.333515	-109.034063
-43.723045	-103.744258
-42.112579	-99.772320
-40.502110	-95.889102
-38.086407	-90.058078
-34.462852	-81.335195
-29.027523	-68.296430
-20.874529	-48.804609
-8.645036	-19.536266
10.542613	28.369852
40.451698	99.657266
47.928970	109.627414
49.798290	110.922766
48.332394	105.218570
45.528416	99.105047
42.724438	93.097875
39.920460	87.113781
35.714497	78.132898
29.405548	64.687520
19.942125	44.530348
5.746991	14.054469
-16.789366	-37.536391
-34.036449	-76.794398
-46.971767	-103.711328
-50.205593	-108.860516
-53.439423	-112.747156
-49.709835	-102.594813
-44.859089	-92.022453
-40.008347	-81.745250
-32.732231	-66.416406
-21.818062	-43.591570
-5.446803	-9.550164
20.525646	49.128039
30.416616	65.791852
45.253067	95.457781
50.816738	105.355297
56.837757	110.069992
54.751381	103.666648
52.665005	99.621141
49.535439	93.700656
44.841095	84.874687
37.799576	71.727125
27.237295	52.152852
11.393876	22.885977
-13.224442	-23.709305
-22.750980	-43.551547
-37.040791	-70.445219
-42.399467	-80.341797
-50.437485	-95.938563
-53.451740	-101.215172
-57.973125	-108.176305
-61.505489	-111.510063
-60.375141	-107.920828
-58.679623	-104.573391
-56.136345	-99.758375
-52.321426	-92.594656
-46.599049	-81.955789
-38.015484	-66.222031
-25.140135	-43.003367
-5.827113	-8.700984
0.000000	2.131836
