# Displacement (mm)	Force (kN)
7.702211	10.620812
7.702187	10.644801
7.702162	10.668656
7.702137	10.692352
7.702112	10.715875
7.702087	10.739203
7.702050	10.773824
7.701994	10.825016
7.701910	10.900465
7.701827	10.974922
7.701743	11.048520
7.701659	11.121500
7.701576	11.193867
7.701492	11.265773
7.701408	11.337172
7.701324	11.408043
7.701241	11.478586
7.701157	11.548871
7.701073	11.618715
7.700990	11.688031
7.700906	11.756984
7.700822	11.825629
7.700738	11.893812
7.700655	11.961645
7.700571	12.029973
7.700487	12.099211
7.700404	12.169102
7.700320	12.239398
7.700236	12.309699
7.700152	12.379832
7.700068	12.449512
7.699985	12.518598
7.699901	12.587160
7.699818	12.655082
7.699734	12.722418
7.699650	12.788875
7.699566	12.854379
7.699482	12.919039
7.699399	12.983156
7.699315	13.046746
7.699232	13.109859
7.699106	13.203711
7.698917	13.341707
7.698729	13.473270
7.698541	13.597477
7.698352	13.715855
7.698164	13.830008
7.697976	13.941223
7.697787	14.049105
7.697599	14.153937
7.697411	14.256504
7.697222	14.356191
7.697034	14.454203
7.696846	14.553246
7.696657	14.653488
7.696469	14.752879
7.696280	14.850379
7.696092	14.945906
7.695904	15.037965
7.695715	15.127043
7.695527	15.213938
7.695338	15.299312
7.695150	15.382344
7.694962	15.459508
7.694773	15.530617
7.694585	15.596965
7.694396	15.660109
7.694208	15.720070
7.694020	15.777375
7.693831	15.832582
7.693643	15.886344
7.693455	15.938066
7.693266	15.988520
7.693078	16.041246
7.692890	16.095414
7.692701	16.150012
7.692513	16.203406
7.692325	16.255125
7.692136	16.304664
7.691948	16.352535
7.691760	16.399250
7.691571	16.445289
7.691383	16.489887
7.691195	16.532945
7.691006	16.571527
7.690817	16.605340
7.690629	16.635410
7.690441	16.662813
7.690252	16.688293
7.690064	16.712348
7.689876	16.735273
7.689687	16.757129
7.689499	16.778949
7.689311	16.802184
7.689122	16.827777
7.688934	16.855184
7.688745	16.882586
7.688557	16.909172
7.688369	16.934250
7.688180	16.958223
7.687992	16.981609
7.687804	17.004641
7.687615	17.027336
7.687427	17.046797
7.687239	17.062449
7.687050	17.075141
7.686862	17.085746
7.686674	17.094965
7.686485	17.103227
7.686296	17.110820
7.686108	17.117887
7.685920	17.124523
7.685731	17.131375
7.685543	17.140879
7.685355	17.153051
7.685166	17.166820
7.684978	17.181156
7.684790	17.195391
7.684601	17.208715
7.684413	17.221305
7.684225	17.233574
7.684036	17.245773
7.683848	17.257898
7.683660	17.269875
7.683471	17.279137
7.683283	17.285082
7.683095	17.288352
7.682906	17.289820
7.682718	17.290129
7.682529	17.289719
7.682341	17.288848
7.682153	17.287688
7.681964	17.286316
7.681776	17.284809
7.681587	17.283207
7.681399	17.282078
7.681211	17.283570
7.681022	17.287781
7.680834	17.293820
7.680645	17.300715
7.680457	17.307820
7.680269	17.314328
7.680080	17.320348
7.679892	17.326215
7.679704	17.332145
7.679515	17.338176
7.679327	17.344262
7.679139	17.350309
7.678950	17.354055
7.678762	17.354883
7.678574	17.353289
7.678385	17.350027
7.678197	17.345723
7.678009	17.340793
7.677726	17.332430
7.677302	17.318758
7.676878	17.305273
7.676454	17.292176
7.676031	17.290871
7.675607	17.296195
7.675183	17.302656
7.674759	17.307129
7.674335	17.310730
7.673911	17.313926
7.673488	17.316391
7.673064	17.307969
7.672640	17.291223
7.672216	17.270277
7.671792	17.247602
7.671368	17.224254
7.670945	17.200719
7.670309	17.163980
7.669673	17.147023
7.669037	17.136750
7.668401	17.124367
7.667766	17.110582
7.667130	17.095305
7.666494	17.060207
7.665858	17.014168
7.665223	16.964750
7.664587	16.915145
7.663951	16.866301
7.663315	16.818637
7.662680	16.790781
7.662044	16.770363
7.661408	16.748574
7.660772	16.726090
7.660137	16.702691
7.659501	16.660910
7.658865	16.608852
7.658229	16.553758
7.657594	16.498703
7.656958	16.444824
7.656322	16.409254
7.655686	16.367969
7.655051	16.334602
7.654415	16.307598
7.653779	16.282582
7.653143	16.240871
7.652508	16.189441
7.651872	16.135188
7.651236	16.081090
7.650600	16.028250
7.649965	15.993168
7.649329	15.952973
7.648693	15.920484
7.648057	15.894320
7.647422	15.870328
7.646786	15.830484
7.646150	15.781281
7.645514	15.729309
7.644879	15.677473
7.644243	15.626875
7.643607	15.593422
7.642972	15.555379
7.642336	15.524812
7.641700	15.500512
7.641064	15.478516
7.640429	15.441484
7.639792	15.395402
7.639157	15.346590
7.638521	15.297871
7.637886	15.265355
7.637249	15.227453
7.636614	15.184477
7.635978	15.140043
7.635343	15.110945
7.634706	15.077375
7.634071	15.050766
7.633435	15.030090
7.632800	15.011781
7.632164	14.979266
7.631528	14.938027
7.630892	14.893969
7.630256	14.849906
7.629621	14.821238
7.628985	14.787875
7.628031	14.728973
7.627078	14.695281
7.626124	14.647520
7.625170	14.613770
7.624217	14.588262
7.623263	14.563949
7.622310	14.513238
7.621356	14.452090
7.620402	14.390121
7.619449	14.330590
7.618495	14.298547
7.617541	14.253297
7.616588	14.200641
7.615634	14.171680
7.614680	14.128281
7.613250	14.049875
7.611820	14.012332
7.610389	13.944137
7.608959	13.866723
7.607528	13.830832
7.606098	13.764801
7.604667	13.687406
7.604131	13.668348
7.603326	13.633301
7.602119	13.598527
7.600309	13.550316
7.598499	13.444562
7.596688	13.330727
7.594878	13.271645
7.593068	13.171043
7.591257	13.063672
7.589447	13.011551
7.587636	12.917285
7.585826	12.816863
7.584468	12.780672
7.583959	12.763023
7.583195	12.725820
7.582049	12.664867
7.580331	12.621500
7.579042	12.564258
7.577109	12.465172
7.576384	12.444461
7.575296	12.401258
7.573665	12.327184
7.571218	12.284180
7.569383	12.212996
7.568007	12.156531
7.566631	12.105203
7.565254	12.093668
7.563878	12.058664
7.562846	12.026551
7.561297	12.017336
7.559749	11.976863
7.558201	11.927750
7.557039	11.891844
7.555297	11.883605
7.553555	11.834809
7.551814	11.774230
7.550507	11.760035
7.548548	11.698926
7.546588	11.630777
7.544628	11.617125
7.542669	11.559805
7.540709	11.495105
7.538749	11.434422
7.536789	11.427559
7.534830	11.375934
7.534340	11.361711
7.533605	11.339984
7.532503	11.306797
7.530849	11.303242
7.528369	11.239848
7.525889	11.166352
7.523409	11.167813
7.520929	11.103574
7.518448	11.030621
7.514728	10.948227
7.511008	10.953316
7.510078	10.938406
7.509148	10.914699
7.507753	10.873902
7.505660	10.820805
7.502521	10.748473
7.499382	10.765512
7.496243	10.694344
7.491535	10.601809
7.488003	10.537184
7.484472	10.564969
7.480941	10.499340
7.475644	10.395516
7.470346	10.321047
7.469022	10.334930
7.467698	10.325039
7.465712	10.294645
7.462732	10.252098
7.458263	10.190246
7.453794	10.219168
7.449324	10.224941
7.442620	10.072566
7.437592	10.000051
7.432564	9.949352
7.427536	9.898906
7.419994	9.840574
7.414337	9.797520
7.408680	9.840223
7.403024	9.755406
7.398782	9.705504
7.392418	9.656484
7.386055	9.602758
7.384463	9.590316
7.382873	9.612965
7.381282	9.610887
7.379691	9.599289
7.378100	9.586910
7.375713	9.569289
7.372134	9.541102
7.366765	9.510934
7.361395	9.482719
7.356026	9.538297
7.347972	9.449730
7.339918	9.393781
7.331864	9.345148
7.323810	9.298184
7.315756	9.374645
7.307703	9.260477
7.299648	9.202848
7.291595	9.166480
7.283541	9.116906
7.275486	9.190941
7.263406	9.073273
7.254345	9.012000
7.245284	8.980922
7.236224	8.940113
7.222632	9.012344
7.209042	8.867844
7.195450	8.816289
7.181859	8.757582
7.168268	8.712301
7.154677	8.793117
7.134291	8.627629
7.119001	8.569027
7.103711	8.519984
7.088421	8.589184
7.073131	8.449996
7.057841	8.397348
7.034906	8.324266
7.017705	8.403652
7.000504	8.248227
6.991903	8.266375
6.979002	8.345437
6.966102	8.351734
6.953201	8.472328
6.940300	8.343203
6.920949	8.277504
6.901597	8.186367
6.882246	8.254727
6.862895	8.067199
6.843544	8.003438
6.824192	7.918852
6.795165	7.857469
6.773395	7.792199
6.751625	7.734129
6.729855	7.663336
6.697199	7.622895
6.672708	7.525242
6.648216	7.473242
6.623724	7.418711
6.614540	7.377348
6.600764	7.335227
6.580099	7.323992
6.559434	7.253402
6.538770	7.219812
6.507772	7.160645
6.484525	7.096879
6.461277	7.024809
6.438029	6.962082
6.403158	6.920828
6.377004	6.832742
6.350850	6.766875
6.324696	6.725453
6.298542	6.654312
6.272389	6.587199
6.246235	6.531566
6.236427	6.485500
6.221716	6.457660
6.199648	6.419781
6.177581	6.380215
6.155514	6.330945
6.122413	6.280422
6.097588	6.210508
6.072762	6.157449
6.047936	6.098598
6.010698	6.039301
5.982769	5.958605
5.954840	5.898262
5.947858	5.911207
5.937385	6.002531
5.926911	6.058422
5.916438	6.086098
5.900728	6.069887
5.885018	6.033996
5.869308	5.976121
5.845743	5.909582
5.822178	5.824336
5.798613	5.752289
5.775048	5.672668
5.751483	5.608891
5.742646	5.559137
5.729391	5.526836
5.709508	5.479617
5.689625	5.439730
5.669742	5.381629
5.639918	5.334445
5.617549	5.259906
5.595181	5.209547
5.572813	5.148461
5.539260	5.096227
5.514096	5.012699
5.488932	4.961418
5.463768	4.893516
5.426021	4.835980
5.397711	4.733234
5.369401	4.683156
5.341091	4.609789
5.330475	4.555973
5.314551	4.521469
5.290664	4.496738
5.266778	4.430164
5.242891	4.392992
5.207062	4.339566
5.180189	4.252793
5.153317	4.189609
5.126445	4.127742
5.086136	4.070848
5.055905	3.982465
5.025674	3.905832
4.995442	3.849566
4.972769	3.761926
4.938759	3.717684
4.904748	3.666891
4.870739	3.569340
4.836728	3.504277
4.802718	3.446020
4.768708	3.349109
4.734697	3.285391
4.700687	3.228570
4.675179	3.131332
4.636918	3.088086
4.598657	2.998680
4.560395	2.932086
4.522133	2.838043
4.483872	2.772457
4.445611	2.677324
4.407349	2.611984
4.369087	2.507797
4.330826	2.445633
4.292564	2.347547
4.254303	2.285438
4.216042	2.182316
4.187346	2.086070
4.144301	2.060383
4.112018	1.923281
4.079735	1.870684
4.047451	1.813508
4.035346	1.706113
4.017186	1.670547
3.989947	1.728113
3.962708	1.593328
3.935469	1.575230
3.894611	1.545191
3.863967	1.465172
3.833324	1.402852
3.802680	1.300516
3.779697	1.316059
3.745223	1.228262
3.710748	1.203324
3.676274	1.101836
3.641800	1.043102
3.628872	0.975207
3.609480	0.949313
3.580393	0.942117
3.551305	0.912926
3.522218	0.878391
3.500402	0.838793
3.467678	0.814332
3.434955	0.773805
3.402231	0.727016
3.369508	0.677461
3.357236	0.622059
3.338829	0.604672
3.311219	0.581590
3.283608	0.526453
3.255997	0.500758
3.235290	0.447320
3.204228	0.404672
3.173166	0.377469
3.142104	0.306742
3.111042	0.250063
3.079980	0.194797
3.068332	0.162434
3.050860	0.127414
3.024652	0.089891
2.998443	0.048129
2.972234	0.003699
2.952578	-0.033668
2.923094	-0.080355
2.893609	-0.130039
2.864125	-0.183336
2.834640	-0.237586
2.823584	-0.265523
2.806998	-0.300363
2.782121	-0.339453
2.757244	-0.380082
2.732366	-0.423004
2.713708	-0.458648
2.685721	-0.506184
2.657733	-0.554793
2.629746	-0.599734
2.601759	-0.654109
2.591264	-0.673848
2.575521	-0.707766
2.551907	-0.749746
2.528292	-0.791676
2.504678	-0.835895
2.486968	-0.870934
2.460402	-0.919137
2.433836	-0.969016
2.407269	-1.024602
2.380703	-1.077500
2.354138	-1.132090
2.334213	-1.172609
2.304326	-1.232418
2.281911	-1.276000
2.259496	-1.323844
2.237081	-1.368145
2.203459	-1.433437
2.178241	-1.473211
2.153025	-1.526602
2.127808	-1.578445
2.102591	-1.629898
2.083678	-1.668789
2.055309	-1.724809
2.026940	-1.775109
1.998571	-1.832867
1.970202	-1.888211
1.959563	-1.909273
1.943606	-1.947477
1.919669	-1.992512
1.895733	-2.035746
1.871796	-2.080957
1.853844	-2.133148
1.826916	-2.169773
1.799987	-2.230465
1.773059	-2.275262
1.746130	-2.322883
1.736032	-2.344477
1.720885	-2.378824
1.698164	-2.419555
1.675443	-2.459906
1.652722	-2.501973
1.635682	-2.535996
1.610121	-2.581695
1.584560	-2.627965
1.558999	-2.676512
1.533438	-2.725367
1.514267	-2.764031
1.485511	-2.815352
1.463944	-2.858059
1.442377	-2.900379
1.420810	-2.939465
1.388459	-2.994180
1.364196	-3.043730
1.339933	-3.092434
1.315670	-3.139883
1.291407	-3.186262
1.273210	-3.224691
1.245914	-3.270078
1.218618	-3.319141
1.191322	-3.370938
1.164026	-3.426555
1.143555	-3.473633
1.112847	-3.525609
1.089816	-3.579816
1.066785	-3.625437
1.043754	-3.674168
1.009208	-3.726121
0.983298	-3.783742
0.957389	-3.837391
0.931479	-3.889527
0.905569	-3.941176
0.879659	-3.991891
0.860227	-4.037340
0.831079	-4.080469
0.809217	-4.128980
0.787356	-4.171441
0.765495	-4.206195
0.743633	-4.250527
0.735435	-4.274828
0.723138	-4.302984
0.704693	-4.320770
0.686247	-4.352172
0.667802	-4.375922
0.640134	-4.413152
0.619382	-4.450074
0.598631	-4.487449
0.577880	-4.528680
0.557129	-4.558320
0.541565	-4.590609
0.518220	-4.620484
0.494875	-4.657512
0.471530	-4.697461
0.448185	-4.738512
0.424840	-4.779391
0.401495	-4.820566
0.378150	-4.862441
0.354805	-4.903160
0.331460	-4.944273
0.308115	-4.985520
0.284770	-5.024762
0.261424	-5.064156
0.238079	-5.101562
0.214734	-5.139348
0.191389	-5.175816
0.168044	-5.213012
0.144699	-5.248227
0.121354	-5.284508
0.098009	-5.319207
0.074664	-5.354168
0.051319	-5.387445
0.027974	-5.421090
0.004629	-5.452246
-0.020214	-5.491066
-0.045427	-5.528645
-0.070639	-5.572500
-0.095852	-5.611449
-0.121065	-5.654496
-0.146277	-5.691875
-0.171490	-5.731727
-0.196703	-5.768070
-0.221915	-5.806676
-0.247128	-5.841105
-0.272341	-5.877730
-0.297553	-5.910551
-0.322766	-5.946102
-0.347979	-5.978039
-0.373192	-6.012906
-0.398404	-6.044273
-0.423617	-6.078266
-0.448830	-6.108770
-0.474042	-6.140805
-0.499255	-6.171523
-0.524468	-6.202707
-0.549680	-6.232922
-0.574893	-6.263762
-0.600106	-6.293941
-0.625318	-6.305777
-0.650531	-6.331051
-0.675744	-6.378266
-0.700956	-6.408152
-0.726169	-6.443926
-0.751382	-6.474246
-0.776595	-6.509164
-0.801807	-6.538883
-0.827020	-6.572363
-0.852233	-6.598266
-0.877445	-6.627863
-0.902658	-6.657285
-0.912113	-6.681996
-0.926295	-6.698328
-0.947568	-6.711066
-0.968841	-6.730082
-0.990114	-6.751563
-1.006069	-6.772742
-1.022024	-6.789129
-1.037979	-6.803937
-1.061911	-6.818691
-1.079861	-6.840063
-1.097810	-6.858992
-1.115759	-6.876437
-1.133709	-6.897582
-1.151658	-6.910906
-1.169607	-6.926734
-1.183069	-6.942672
-1.196531	-6.959660
-1.209993	-6.968957
-1.230186	-6.978883
-1.245331	-6.999320
-1.260475	-7.011359
-1.275620	-7.023324
-1.290765	-7.040258
-1.305909	-7.050641
-1.317268	-7.061668
-1.334306	-7.076082
-1.347084	-7.086461
-1.359862	-7.096090
-1.372641	-7.109090
-1.377433	-7.116727
-1.384620	-7.121859
-1.395402	-7.128156
-1.406184	-7.131656
-1.416965	-7.136020
-1.421009	-7.141984
-1.427073	-7.147523
-1.436170	-7.148246
-1.445268	-7.150473
-1.454365	-7.155820
-1.468010	-7.156160
-1.478244	-7.163930
-1.488479	-7.168188
-1.498713	-7.174520
-1.506389	-7.178668
-1.517902	-7.181379
-1.529415	-7.188293
-1.540929	-7.192527
-1.549564	-7.200051
-1.558199	-7.203832
-1.566834	-7.209613
-1.579787	-7.212160
-1.589502	-7.219949
-1.599216	-7.227160
-1.608930	-7.231355
-1.623502	-7.239641
-1.634431	-7.247082
-1.645360	-7.257227
-1.656289	-7.286570
-1.660387	-7.293812
-1.666534	-7.289859
-1.675756	-7.282109
-1.684977	-7.283730
-1.694198	-7.286820
-1.708030	-7.294340
-1.718404	-7.323895
-1.728778	-7.328367
-1.739151	-7.325215
-1.754712	-7.324852
-1.766383	-7.337941
-1.778053	-7.371508
-1.789724	-7.376367
-1.794100	-7.378012
-1.800665	-7.376605
-1.810512	-7.379867
-1.820359	-7.386617
-1.830206	-7.411734
-1.844977	-7.418445
-1.856055	-7.422250
-1.867133	-7.425598
-1.878210	-7.435797
-1.894827	-7.476090
-1.907290	-7.479957
-1.919753	-7.482605
-1.932215	-7.489289
-1.936889	-7.505926
-1.943899	-7.517668
-1.954414	-7.520461
-1.964930	-7.525113
-1.975445	-7.551895
-1.991218	-7.557445
-2.003048	-7.562293
-2.014878	-7.593047
-2.026708	-7.596613
-2.044452	-7.599684
-2.057761	-7.633633
-2.071069	-7.640332
-2.084378	-7.644609
-2.104341	-7.687434
-2.119313	-7.691863
-2.134285	-7.698453
-2.149257	-7.737457
-2.171715	-7.744422
-2.188559	-7.759340
-2.205402	-7.805195
-2.222246	-7.811191
-2.228562	-7.815914
-2.238037	-7.841555
-2.252249	-7.845387
-2.266460	-7.849973
-2.280672	-7.885887
-2.301990	-7.889336
-2.317978	-7.900719
-2.333966	-7.942828
-2.349954	-7.946383
-2.373937	-7.957941
-2.391924	-8.006699
-2.409910	-8.011852
-2.427897	-8.021785
-2.434642	-8.046535
-2.444760	-8.055789
-2.459936	-8.084047
-2.475112	-8.081207
-2.490289	-8.083961
-2.513053	-8.130914
-2.530127	-8.131695
-2.547200	-8.165758
-2.564274	-8.166117
-2.581347	-8.198508
-2.598420	-8.197281
-2.615494	-8.231668
-2.632567	-8.229508
-2.649641	-8.262449
-2.656043	-8.266418
-2.665647	-8.261004
-2.680053	-8.287141
-2.694458	-8.285973
-2.708864	-8.312059
-2.723269	-8.308754
-2.744878	-8.343961
-2.761085	-8.340875
-2.777291	-8.373340
-2.793497	-8.370227
-2.817807	-8.412180
-2.836039	-8.410762
-2.854271	-8.449348
-2.872503	-8.448160
-2.890736	-8.486922
-2.897573	-8.490559
-2.907828	-8.507148
-2.923212	-8.500223
-2.938595	-8.530523
-2.953979	-8.527105
-2.977054	-8.541445
-2.994360	-8.555668
-3.011666	-8.594629
-3.028973	-8.594098
-3.046279	-8.630891
-3.072238	-8.631145
-3.091708	-8.679238
-3.111178	-8.680207
-3.130647	-8.722301
-3.137948	-8.725379
-3.148900	-8.743543
-3.165328	-8.736828
-3.181755	-8.769719
-3.198183	-8.793621
-3.222824	-8.785738
-3.241305	-8.824824
-3.259786	-8.855305
-3.278266	-8.845273
-3.296747	-8.881816
-3.303678	-8.899328
-3.314073	-8.892934
-3.329667	-8.912051
-3.345260	-8.933840
-3.360853	-8.921074
-3.384243	-8.957840
-3.401786	-8.982348
-3.419328	-8.974336
-3.436870	-9.006219
-3.454413	-9.034070
-3.471955	-9.023453
-3.489498	-9.057871
-3.502655	-9.081750
-3.522390	-9.069227
-3.542125	-9.108434
-3.561860	-9.137824
-3.581596	-9.128121
-3.601331	-9.169191
-3.621066	-9.199625
-3.640801	-9.190484
-3.660537	-9.231930
-3.680272	-9.262660
-3.700007	-9.283742
-3.719742	-9.280434
-3.739478	-9.320395
-3.759213	-9.350566
-3.778948	-9.373184
-3.793750	-9.363844
-3.808551	-9.391602
-3.823353	-9.416359
-3.845555	-9.437988
-3.862206	-9.427879
-3.878858	-9.459957
-3.895509	-9.486566
-3.901754	-9.498297
-3.911120	-9.508496
-3.925170	-9.517875
-3.939220	-9.527738
-3.953270	-9.512223
-3.974344	-9.542582
-3.990150	-9.565586
-4.005957	-9.582562
-4.021762	-9.596820
-4.033617	-9.608152
-4.051399	-9.620516
-4.069180	-9.634762
-4.086962	-9.649988
-4.100299	-9.663211
-4.113635	-9.674934
-4.126971	-9.685781
-4.146976	-9.699527
-4.161979	-9.713668
-4.176983	-9.727023
-4.191986	-9.739844
-4.197612	-9.747250
-4.206052	-9.754723
-4.218711	-9.762605
-4.231370	-9.770977
-4.244029	-9.779563
-4.263018	-9.790891
-4.277259	-9.803055
-4.291501	-9.814711
-4.305742	-9.825980
-4.311083	-9.832531
-4.319094	-9.839176
-4.331110	-9.846129
-4.343126	-9.853484
-4.355142	-9.861020
-4.373167	-9.871016
-4.386685	-9.881879
-4.400203	-9.892406
-4.413722	-9.902672
-4.418791	-9.908605
-4.426395	-9.914723
-4.437801	-9.921195
-4.449207	-9.927973
-4.460613	-9.934938
-4.477722	-9.944395
-4.490554	-9.954703
-4.503386	-9.964883
-4.516218	-9.975000
-4.521029	-9.980703
-4.528247	-9.986895
-4.539074	-9.993766
-4.549901	-10.000895
-4.560728	-10.008184
-4.576968	-10.017977
-4.589149	-10.028078
-4.601329	-10.038039
-4.613509	-10.047891
-4.618076	-10.053281
-4.624928	-10.059258
-4.635205	-10.065953
-4.645482	-10.072754
-4.655759	-10.079598
-4.671175	-10.088715
-4.682736	-10.098102
-4.694298	-10.107453
-4.705860	-10.116742
-4.723202	-10.129563
-4.736209	-10.142297
-4.749216	-10.154969
-4.762223	-10.167590
-4.767100	-10.174168
-4.774416	-10.181738
-4.785391	-10.190734
-4.796366	-10.199949
-4.807340	-10.209254
-4.823802	-10.222457
-4.836148	-10.233918
-4.848495	-10.245629
-4.860841	-10.258266
-4.879361	-10.274180
-4.893250	-10.290188
-4.907140	-10.305563
-4.921030	-10.319867
-4.926239	-10.327957
-4.934052	-10.337363
-4.945771	-10.348227
-4.957490	-10.359133
-4.969210	-10.370184
-4.986789	-10.385445
-4.999973	-10.399836
-5.013157	-10.413914
-5.026342	-10.427777
-5.046118	-10.446930
-5.060951	-10.464797
-5.075783	-10.482266
-5.090615	-10.499480
-5.096178	-10.508168
-5.104521	-10.518230
-5.117035	-10.530504
-5.129550	-10.543074
-5.142065	-10.555746
-5.160838	-10.573148
-5.174917	-10.589379
-5.188996	-10.605234
-5.203075	-10.620844
-5.224194	-10.642437
-5.240033	-10.662473
-5.255872	-10.682020
-5.271711	-10.701352
-5.277650	-10.711152
-5.286560	-10.722602
-5.299924	-10.736793
-5.313289	-10.751445
-5.326653	-10.766312
-5.346699	-10.786902
-5.361734	-10.806051
-5.376769	-10.824805
-5.391803	-10.843312
-5.414355	-10.868859
-5.431270	-10.892430
-5.448184	-10.915453
-5.465097	-10.940680
-5.482012	-10.963703
-5.488355	-10.974559
-5.497869	-10.988246
-5.512140	-11.006637
-5.526411	-11.022727
-5.540682	-11.039520
-5.562089	-11.063574
-5.578145	-11.085094
-5.594200	-11.105453
-5.610255	-11.124988
-5.616275	-11.134902
-5.625307	-11.146293
-5.638853	-11.159969
-5.652400	-11.173867
-5.665946	-11.187809
-5.686266	-11.206488
-5.701506	-11.224133
-5.716746	-11.241305
-5.731986	-11.258164
-5.737700	-11.266914
-5.746273	-11.276949
-5.759131	-11.288922
-5.771990	-11.301145
-5.784849	-11.313395
-5.804137	-11.329672
-5.818603	-11.345324
-5.833069	-11.360617
-5.847535	-11.375648
-5.869234	-11.395930
-5.885508	-11.415242
-5.901782	-11.434141
-5.918056	-11.452824
-5.924159	-11.462516
-5.933313	-11.473652
-5.947045	-11.487090
-5.960776	-11.500871
-5.974507	-11.514750
-5.995104	-11.533500
-6.010552	-11.551406
-6.026000	-11.568965
-6.041448	-11.586301
-6.047241	-11.595250
-6.055930	-11.605617
-6.068964	-11.618109
-6.081998	-11.630832
-6.095032	-11.643652
-6.114583	-11.660898
-6.129247	-11.677305
-6.143910	-11.693406
-6.158574	-11.709305
-6.164072	-11.717520
-6.172320	-11.727125
-6.184692	-11.738730
-6.197064	-11.750508
-6.209437	-11.762297
-6.227995	-11.777945
-6.241914	-11.792824
-6.255833	-11.807441
-6.269751	-11.821836
-6.290629	-11.841352
-6.306288	-11.859914
-6.321946	-11.878289
-6.337605	-11.896582
-6.343477	-11.905918
-6.352285	-11.916918
-6.365497	-11.930430
-6.378708	-11.944203
-6.391921	-11.958047
-6.411738	-11.976727
-6.426602	-11.994242
-6.441465	-12.011043
-6.456328	-12.028187
-6.461902	-12.037168
-6.470263	-12.047258
-6.482804	-12.059930
-6.495345	-12.072367
-6.507886	-12.085332
-6.526697	-12.070813
-6.540806	-12.093164
-6.554914	-12.119582
-6.569023	-12.143258
-6.590186	-12.170949
-6.606058	-12.192969
-6.621930	-12.184934
-6.637803	-12.209586
-6.643754	-12.224227
-6.652683	-12.242344
-6.666075	-12.263457
-6.679467	-12.282125
-6.692859	-12.273492
-6.712947	-12.298793
-6.728014	-12.326129
-6.743080	-12.351086
-6.758146	-12.372945
-6.763796	-12.370828
-6.772270	-12.380289
-6.775448	-12.386633
-6.778626	-12.393375
-6.781805	-12.400355
-6.786572	-12.410172
-6.793722	-12.422617
-6.804448	-12.415113
-6.815174	-12.427004
-6.825900	-12.442891
-6.841988	-12.461840
-6.854055	-12.476512
-6.866121	-12.466293
-6.878188	-12.478645
-6.896287	-12.501871
-6.909863	-12.521578
-6.923438	-12.514582
-6.937012	-12.532168
-6.957375	-12.562328
-6.972646	-12.587203
-6.987918	-12.583234
-7.003190	-12.606066
-7.008916	-12.619598
-7.017507	-12.636922
-7.030393	-12.657699
-7.043278	-12.652949
-7.056163	-12.670613
-7.075492	-12.700496
-7.089988	-12.724937
-7.104484	-12.721844
-7.118980	-12.743281
-7.140725	-12.778516
-7.157033	-12.806953
-7.173341	-12.805668
-7.189650	-12.831836
-7.195765	-12.847184
-7.204938	-12.866227
-7.218699	-12.865316
-7.232459	-12.887176
-7.246219	-12.912809
-7.266859	-12.944414
-7.282339	-12.943465
-7.297819	-12.967078
-7.313299	-12.995918
-7.319104	-12.998215
-7.327811	-13.011383
-7.340873	-13.032629
-7.353934	-13.031082
-7.366995	-13.050277
-7.386587	-13.081207
-7.401281	-13.082488
-7.415975	-13.105633
-7.430669	-13.132637
-7.436180	-13.134945
-7.444445	-13.147227
-7.456843	-13.166922
-7.469241	-13.164945
-7.481639	-13.181910
-7.500236	-13.209687
-7.514184	-13.209809
-7.528131	-13.230293
-7.542079	-13.254676
-7.563001	-13.256875
-7.578692	-13.283238
-7.594384	-13.313551
-7.610075	-13.316090
-7.615959	-13.326695
-7.624785	-13.345473
-7.638025	-13.370023
-7.651265	-13.369797
-7.664504	-13.388191
-7.684363	-13.419996
-7.699258	-13.421418
-7.714152	-13.443246
-7.729047	-13.471023
-7.734632	-13.473937
-7.743010	-13.471574
-7.755578	-13.489578
-7.768145	-13.511934
-7.780712	-13.512219
-7.799562	-13.537609
-7.813701	-13.542246
-7.827839	-13.565719
-7.841977	-13.592605
-7.863184	-13.596738
-7.879089	-13.623918
-7.894995	-13.655152
-7.910900	-13.659738
-7.916865	-13.670793
-7.925811	-13.690098
-7.939231	-13.694500
-7.952652	-13.715629
-7.966072	-13.740625
-7.986202	-13.744434
-8.001300	-13.769180
-8.016397	-13.798004
-8.031495	-13.802051
-8.037157	-13.811949
-8.045650	-13.828879
-8.058388	-13.831582
-8.071126	-13.851109
-8.083865	-13.856004
-8.102973	-13.884395
-8.117304	-13.891980
-8.131635	-13.916055
-8.145966	-13.923391
-8.167462	-13.956465
-8.183585	-13.966988
-8.199707	-13.995188
-8.215830	-14.005500
-8.221875	-14.018109
-8.230945	-14.038246
-8.244548	-14.044359
-8.258151	-14.066742
-8.271754	-14.073965
-8.292159	-14.060063
-8.307463	-14.097836
-8.322766	-14.128621
-8.338070	-14.110844
-8.361025	-14.126500
-8.378242	-14.138078
-8.395458	-14.173922
-8.412675	-14.193711
-8.429892	-14.231480
-8.442804	-14.247027
-8.462173	-14.285562
-8.481542	-14.304449
-8.500910	-14.342227
-8.515436	-14.357172
-8.529963	-14.385867
-8.544490	-14.398473
-8.566279	-14.435723
-8.582622	-14.450336
-8.598964	-14.480336
-8.615306	-14.493578
-8.621434	-14.506309
-8.630628	-14.525926
-8.644416	-14.534121
-8.658205	-14.555988
-8.671993	-14.563953
-8.692677	-14.596270
-8.708189	-14.608305
