# Displacement (mm)	Force (kN)
-25.643412	-111.174531
-24.240503	-102.725039
-22.837595	-94.837664
-21.434687	-87.427898
-20.031778	-80.593133
-18.628870	-73.713859
-17.225962	-66.900766
-15.121600	-57.169871
-11.965057	-42.778988
-7.230242	-21.048336
-0.128020	12.077344
12.144592	78.405156
16.754208	94.767422
20.211420	107.650078
23.668633	115.069000
27.125843	118.023992
29.416945	118.164805
28.552643	112.889320
28.336567	112.157305
28.120491	111.144258
27.796377	109.647039
27.310207	107.401742
26.824036	105.189773
26.337866	102.953891
25.608610	99.636023
24.514727	94.635227
22.873901	87.189914
20.412664	76.080320
16.720808	59.518773
11.183023	34.489121
2.876347	-3.239090
-9.583668	-62.093977
-14.256174	-73.236094
-21.264933	-93.234734
-23.017122	-96.286359
-24.769312	-98.088703
-26.521502	-98.870609
-29.149786	-99.299078
-29.864607	-97.895242
-28.879000	-91.677437
-27.893394	-85.845672
-26.414984	-78.468125
-26.045382	-76.763703
-25.675779	-75.125297
-25.121376	-72.760172
-24.289770	-69.215719
-23.042360	-63.987305
-21.171249	-57.833523
-18.364580	-49.480891
-14.154576	-37.370797
-7.839571	-20.002914
-5.471445	-13.649805
-1.919254	-4.457148
3.863569	10.776016
6.128090	20.725531
6.977286	23.758656
8.251079	28.597539
10.161769	35.879688
13.027803	46.807461
17.326857	63.191586
23.775434	87.567344
24.984543	91.690883
26.798204	98.105016
29.518700	106.868195
30.538885	109.742195
31.559071	112.449734
32.579254	114.808102
33.599442	116.403328
32.870281	111.750977
32.678997	110.850195
32.487713	109.919609
32.200787	108.608109
31.913858	107.359297
31.626930	106.155828
31.340004	104.966688
31.053078	103.779938
30.622686	101.994594
29.977100	99.397398
29.008720	95.526484
27.556152	90.166719
25.377300	82.125328
22.109020	70.071844
17.206602	52.013305
9.852973	24.579195
-1.177469	-15.805430
-5.313884	-23.712586
-6.865040	-27.332852
-9.191774	-33.524668
-12.681874	-42.756348
-17.917027	-56.665328
-19.880207	-61.768566
-22.824980	-69.270844
-23.929270	-72.005016
-25.585705	-76.235195
-28.070356	-79.656273
-31.797333	-83.901773
-32.475689	-80.793211
-32.242752	-79.855008
-32.009815	-78.875398
-31.660414	-77.441203
-31.136307	-75.300336
-30.350147	-72.101641
-29.170908	-67.437414
-27.991669	-63.457828
-26.812429	-60.089219
-25.633192	-56.792844
-23.864332	-52.049441
-21.211044	-45.184750
-17.231113	-35.431625
-11.261216	-21.946953
-9.022504	-17.064027
-5.664437	-10.432625
-4.405162	-7.959652
-2.516249	-4.383410
0.354429	1.021777
1.541944	3.338137
3.323217	6.694547
5.995126	12.335887
10.002990	28.048574
16.014786	47.687844
25.032478	76.402055
28.414114	86.860047
33.486565	103.148609
37.440983	113.202562
37.203209	111.826406
36.965439	110.638711
36.608784	109.009938
36.252125	107.510125
35.895470	106.082313
35.538811	104.678336
35.003826	102.577820
34.201351	99.444609
32.997631	94.981008
31.192059	89.024852
28.483696	80.314633
24.421152	67.301578
18.327335	47.902809
9.186612	18.960090
5.758842	8.560910
0.617184	-8.161047
-7.095302	-25.716207
-9.987484	-26.786113
-11.072052	-29.504848
-12.698904	-32.813512
-15.139183	-38.260793
-18.799601	-46.523430
-24.290228	-59.319352
-26.349215	-64.083211
-29.437691	-71.127687
-32.526169	-77.905195
-35.614647	-81.206227
-37.296875	-80.791469
-37.103844	-79.926398
-36.910816	-79.125492
-36.717785	-78.346258
-36.428242	-77.184617
-35.993923	-75.453031
-35.342449	-72.883305
-34.365234	-69.088562
-33.388020	-65.350055
-32.410809	-62.127672
-30.944986	-58.159961
-30.395304	-56.594840
-29.570780	-54.512477
-28.333994	-51.465109
-26.478815	-47.035383
-23.696047	-40.714605
-19.521894	-31.869988
-17.956587	-28.493262
-15.608626	-24.050320
-12.086685	-17.718617
-10.765957	-15.366820
-8.784864	-12.139910
-5.813227	-7.451621
-4.698863	-5.698203
-3.027316	-3.200289
-0.519997	0.519867
0.464485	2.056012
2.023312	4.395375
4.361552	8.035539
7.868913	18.573855
13.129953	34.760730
21.021515	58.345859
23.980850	65.951055
28.419853	78.603547
30.084480	83.623703
32.581421	91.109688
36.326828	101.970961
37.263180	104.470891
38.199532	106.981234
38.550667	107.894492
39.077362	109.256625
39.867409	111.096219
41.052483	113.479242
41.169910	111.906242
39.392307	104.147047
37.614700	97.698531
35.837093	91.931734
33.170685	84.276945
29.171070	72.809359
23.171648	55.758184
14.172516	30.454484
10.797841	21.969320
5.735829	7.412984
-1.857189	-14.948934
-4.704570	-15.518930
-5.772338	-15.853043
-7.373990	-18.292270
-9.776468	-21.883328
-13.380185	-27.754594
-14.731580	-30.194336
-16.758671	-33.768770
-19.799307	-39.569031
-24.360262	-48.844816
-26.070620	-52.555328
-28.636156	-57.864852
-32.484463	-66.097203
-38.256920	-75.349148
-39.970623	-72.117797
-39.609844	-70.762281
-39.249065	-69.405953
-38.707897	-67.450594
-37.896145	-64.528844
-36.678516	-60.151836
-36.221905	-58.623422
-35.536991	-56.674625
-34.509617	-54.245379
-32.968555	-50.638813
-30.656967	-45.497320
-27.189581	-38.304758
-21.988503	-28.613340
-20.038097	-24.916941
-17.112492	-20.322426
-16.015388	-18.511309
-14.369735	-16.182395
-11.901255	-12.752121
-8.198534	-8.002945
-6.810013	-6.219738
-4.727233	-3.774773
-1.603062	-0.214902
-0.431498	1.193844
1.452119	3.374832
2.173887	4.326566
3.256537	5.650117
4.880514	8.519094
7.316478	15.572730
10.970424	26.363586
16.451344	39.874066
18.506689	45.660879
19.277443	47.744211
20.433575	50.861812
22.167772	55.549863
24.769068	62.598961
28.671011	72.942008
30.134239	74.859094
32.329082	80.408344
34.523926	86.298805
36.718769	92.202180
37.541836	94.405203
38.776436	97.593367
40.628334	102.207578
41.322796	103.863922
42.364491	106.352367
43.927029	109.529953
45.489571	112.255773
44.947891	108.623211
43.385349	102.499250
41.822811	97.284055
40.260273	92.464961
37.916462	86.287203
34.400749	77.240672
29.127176	63.800594
21.216818	43.957629
19.239229	38.880586
17.261641	34.687422
14.295256	28.184199
9.845680	16.819836
3.171316	-0.177895
0.668430	-7.027902
-3.085900	-14.090676
-4.493774	-13.115848
-6.605585	-15.024605
-8.717396	-17.254754
-10.829206	-19.577320
-13.996922	-23.303652
-15.184815	-24.819250
-16.966656	-27.017340
-19.639416	-30.711305
-23.648556	-36.639273
-25.151983	-39.237563
-27.407125	-42.894707
-30.789839	-48.932609
-32.058353	-51.575641
-33.961132	-55.318078
-36.815296	-61.198047
-41.096539	-68.555109
-42.166851	-69.453680
-43.237164	-69.807219
-44.842628	-70.422711
-44.749172	-67.094703
-44.598660	-66.490016
-44.448147	-65.950359
-44.297634	-65.429523
-44.071865	-64.636594
-43.733212	-63.452742
-43.225231	-61.637098
-42.463261	-59.065828
-41.320309	-55.116062
-40.891701	-53.644441
-40.248787	-51.641078
-39.284420	-49.379242
-37.837868	-46.294031
-35.668041	-41.883852
-32.413300	-35.771969
-27.531187	-27.654625
-25.700396	-24.580121
-22.954206	-20.979555
-21.924387	-19.462219
-20.379656	-17.622875
-18.062559	-14.886020
-17.193649	-13.805215
-15.890282	-12.439586
-13.935232	-10.416457
-11.002657	-7.611566
-9.902942	-6.463180
-9.490548	-6.119355
-8.871959	-5.534340
-8.253368	-5.090859
-8.098722	-4.845937
-7.944074	-4.772781
-7.789426	-4.619402
-7.634778	-4.509785
-7.402807	-4.306953
-7.054851	-4.024324
-6.532915	-3.621102
-6.402431	-3.493828
-6.271947	-3.395957
-6.076222	-3.222062
-5.782633	-2.984168
-5.489045	-2.715957
-5.195456	-2.508180
-4.901867	-2.083508
-4.828470	-2.178969
-4.755073	-2.068125
-4.681676	-1.998988
-4.608279	-1.940180
-4.498183	-1.841105
-4.333039	-1.693395
-4.085324	-1.466816
-3.713751	-1.130531
-3.156391	-0.607785
-2.320352	0.171660
-2.111342	0.385355
-1.902332	0.674207
-1.850080	0.702539
-1.797827	0.742313
-1.745575	0.779770
-1.693322	0.830656
-1.641070	0.881793
-1.562691	0.959094
-1.445123	1.075059
-1.268771	1.251172
-1.004243	1.515672
-0.607451	1.916910
-0.012262	2.531852
0.633615	3.164445
1.280559	4.020754
1.320993	4.102633
1.361427	4.003441
1.401861	3.944797
1.442295	3.945047
1.482729	3.955973
1.523163	3.999770
1.583814	4.053805
1.674790	4.153570
1.811255	4.286477
2.015952	4.501453
2.322997	4.825887
2.783566	5.367082
3.244134	5.911336
3.704702	6.656062
4.165271	7.374105
4.280413	7.680238
4.395555	7.910898
4.510697	8.131082
4.625839	8.369918
4.798552	8.727848
5.057622	9.291063
5.446227	10.167430
6.029133	11.553605
6.612040	13.028508
7.194947	14.542105
7.777853	16.017461
8.360761	17.562512
8.943667	19.003473
9.526574	20.394477
10.109481	21.322266
10.692388	22.532840
11.275294	23.796328
11.858201	25.202020
12.441108	26.537055
13.024014	27.909840
13.606922	29.247695
14.189829	30.623363
14.772736	31.972391
15.355642	33.340684
15.938549	34.712352
16.521456	36.076543
17.395817	38.156977
18.270176	40.205988
19.144537	42.273812
20.018896	44.334051
20.893257	46.397473
22.204798	49.521863
22.532682	50.215086
22.860567	51.015367
23.188452	51.782840
23.516338	52.563090
23.844223	53.336633
24.172108	54.114211
24.663935	55.288477
24.694674	55.344313
24.725414	55.401867
24.756153	55.479281
24.786892	55.553543
24.833000	55.663113
24.902164	55.826984
25.005909	56.071309
25.161526	56.437895
25.219883	56.575430
25.241766	56.624672
25.274591	56.702426
25.307417	56.782187
25.340242	56.864414
25.373068	56.949770
25.405893	57.037027
25.438721	57.123879
25.471546	57.208918
25.504372	57.291676
25.537197	57.372656
25.570023	57.452902
25.602848	57.532883
25.635674	57.612742
25.668499	57.692492
25.717737	57.813688
25.791594	57.994867
25.902380	58.264848
26.013166	58.528789
26.123953	58.794371
26.130877	58.807590
26.137800	58.819855
26.144726	58.836059
26.155111	58.860395
26.170691	58.897141
26.194059	58.952492
26.202824	58.974461
26.215967	59.005645
26.229113	59.039195
26.242258	59.074746
26.255404	59.112914
26.268549	59.153906
26.281693	59.197074
26.294838	59.238813
26.314556	59.299891
26.334274	59.354762
26.353991	59.408148
26.373709	59.454055
26.393427	59.498719
26.413143	59.543680
26.432861	59.589906
26.462437	59.661187
26.492014	59.731336
26.521589	59.801172
26.551167	59.872664
26.595531	59.977977
26.639896	60.083691
26.684259	60.189004
26.728624	60.293961
26.795172	60.483750
26.861717	60.578207
26.928265	60.802297
26.994812	60.894660
27.061357	61.117637
27.161179	61.299555
27.260998	61.583555
27.360819	61.768625
27.460638	62.077434
27.560459	62.220863
27.660278	62.550258
27.760099	62.692398
27.859919	63.022813
28.009649	63.316281
28.159380	63.703578
28.309111	64.020992
28.458839	64.411875
28.608570	64.726883
28.758301	65.118570
28.982897	65.633516
29.207491	66.162312
29.432087	66.693109
29.656681	67.222437
29.881277	67.752813
30.105873	68.281945
30.330467	68.812102
30.555063	69.341609
30.891956	70.139062
31.228849	70.932672
31.565742	71.729500
31.902636	72.525406
32.239529	73.322516
32.576420	74.118664
33.081760	75.317266
33.587101	76.511891
34.092438	77.709016
34.597778	78.903961
35.103119	80.090930
35.608456	81.263625
36.113796	82.424484
36.619137	83.562172
37.124477	84.687797
37.629814	85.795914
38.387825	87.436742
39.524837	89.843828
40.661850	92.164594
41.798866	94.361484
42.083118	94.869445
42.367371	95.361469
42.651627	95.819719
42.793751	96.037289
42.935879	96.232422
43.006943	96.325289
43.078007	96.404430
43.149071	96.467828
43.220131	96.502391
43.255665	96.515844
43.291195	96.513695
43.326729	96.481297
43.328949	96.487789
43.329502	96.487359
43.330059	96.488352
43.330891	96.486016
43.330971	96.485867
43.331085	96.485680
43.331261	96.485828
43.331528	96.485570
43.331921	96.486281
43.332516	96.484945
43.333405	96.481539
43.333736	96.479039
43.334236	96.474016
43.334988	96.467141
43.335033	96.468070
43.335083	96.468742
43.335129	96.469086
43.335197	96.469195
43.335270	96.469320
43.335339	96.469633
43.335445	96.470687
43.335602	96.473336
43.335762	96.476914
43.335918	96.478945
43.336155	96.471766
43.336514	96.427242
43.337048	96.276523
43.337112	96.257375
43.337181	96.235156
43.337280	96.196180
43.337318	96.181094
43.337334	96.175359
43.337353	96.166445
43.337360	96.163109
43.337372	96.158000
43.337379	96.156094
43.337379	96.155383
43.337383	96.154305
43.337383	96.153898
43.337383	96.153289
43.337383	96.153070
43.337387	96.152727
43.337387	96.152219
43.337387	96.152094
43.337387	96.151961
43.337387	96.151930
43.337387	96.151906
43.337387	96.151875
43.337387	96.151859
43.337387	96.151844
43.337387	96.151828
43.337387	96.151813
43.337387	96.151797
43.337387	96.151781
43.337387	96.151750
43.337387	96.151719
43.337387	96.151672
43.337387	96.151594
43.337387	96.151477
43.337391	96.151305
43.337391	96.151047
43.337391	96.150656
43.337391	96.150070
43.337395	96.149195
43.337399	96.147867
43.337402	96.145891
43.337410	96.142883
43.337421	96.138336
43.337437	96.131414
43.337460	96.120758
43.337498	96.103891
43.337551	96.075336
43.337635	96.022633
43.337757	95.921813
43.337944	95.739758
43.338223	95.448820
43.338638	95.057555
43.339264	94.635766
43.340206	94.313578
43.341614	94.213453
43.343723	94.388508
43.346893	94.783055
43.351646	95.260344
43.358776	95.668930
43.369469	95.935445
43.385509	96.066234
43.409573	96.147437
43.445663	96.234906
43.499802	96.355156
43.581009	96.523109
43.702816	96.770539
43.885532	97.149242
44.159603	97.708164
44.570709	98.536281
45.187370	99.754406
46.112362	101.511313
47.037354	103.138008
47.268600	103.512203
47.499851	103.857859
47.731098	104.198063
47.962345	104.520586
48.193592	104.832914
48.540466	105.285430
48.887337	105.728703
49.234211	106.150016
49.581081	106.548648
49.927952	106.921406
49.941971	106.662094
49.811893	105.922469
49.681816	105.313477
49.551739	104.841195
49.421661	104.401383
49.226547	103.745672
48.933872	102.780070
48.494865	101.361195
47.836349	99.316094
46.848576	96.369305
45.860806	93.502336
44.873032	90.751094
43.391376	86.821555
41.168888	81.299656
40.613266	79.928813
40.057644	78.641469
39.502022	77.372914
38.946404	76.097094
38.390781	74.804664
37.835159	73.501234
37.279537	72.192297
36.723915	70.885930
35.890484	68.928031
34.640335	65.979234
32.765110	61.260969
29.952276	54.681602
28.897463	52.571961
27.315243	48.975414
25.733023	45.376332
24.150805	41.955316
22.568584	38.519555
20.986364	35.434672
19.404144	32.541938
17.821926	29.297379
16.239706	26.092328
14.657487	22.492430
13.075267	18.954965
11.493048	15.520234
9.910828	11.975980
9.614161	11.225812
9.317495	10.616641
9.020829	9.958223
8.724163	9.297391
8.279163	8.321320
8.167914	8.010672
8.056664	7.801906
7.889790	7.442531
7.848071	7.296199
7.806352	7.182215
7.743774	7.133664
7.728129	7.041832
7.712485	6.943578
7.708574	7.055742
7.707596	7.055512
7.707352	7.016832
7.707291	7.005461
7.707199	6.989711
7.707164	6.986250
7.707151	6.985535
7.707132	6.985371
7.707103	6.986383
7.707096	6.986836
7.707089	6.987215
7.707078	6.987848
7.707075	6.988059
7.707072	6.988230
7.707068	6.988492
7.707065	6.988699
7.707061	6.989004
7.707059	6.989098
7.707058	6.989180
7.707057	6.989297
7.707054	6.989469
7.707052	6.989605
7.707050	6.989738
7.707049	6.989840
7.707047	6.989941
7.707046	6.990039
7.707045	6.990137
7.707043	6.990238
7.707042	6.990340
7.707040	6.990437
7.707038	6.990531
7.707037	6.990633
7.707036	6.990730
7.707034	6.990828
7.707033	6.990926
7.707031	6.991023
7.707030	6.991121
7.707028	6.991215
7.707027	6.991316
7.707026	6.991414
7.707024	6.991508
7.707023	6.991602
7.707021	6.991699
7.707020	6.991797
7.707018	6.991891
7.707017	6.991988
7.707016	6.992078
7.707014	6.992176
7.707013	6.992270
7.707011	6.992363
7.707010	6.992457
7.707008	6.992551
7.707007	6.992645
7.707005	6.992734
7.707004	6.992828
7.707002	6.992922
7.707001	6.993016
7.706999	6.993105
7.706998	6.993199
7.706996	6.993289
7.706995	6.993379
7.706994	6.993473
7.706992	6.993563
7.706991	6.993648
7.706989	6.993738
7.706988	6.993828
7.706986	6.993914
7.706985	6.994008
7.706984	6.994094
7.706982	6.994180
7.706981	6.994273
7.706979	6.994359
7.706978	6.994441
7.706976	6.994531
7.706975	6.994617
7.706973	6.994707
7.706972	6.994789
7.706970	6.994875
7.706969	6.994965
7.706967	6.995047
7.706966	6.995133
7.706964	6.995215
7.706963	6.995301
7.706962	6.995383
7.706960	6.995469
7.706959	6.995551
7.706957	6.995633
7.706956	6.995715
7.706954	6.995801
7.706953	6.995883
7.706952	6.995961
7.706950	6.996043
7.706949	6.996125
7.706947	6.996207
7.706946	6.996285
7.706944	6.996367
7.706943	6.996449
7.706941	6.996527
7.706940	6.996609
7.706938	6.996727
7.706935	6.996844
7.706933	6.996965
7.706931	6.997082
7.706929	6.997199
7.706927	6.997316
7.706924	6.997438
7.706923	6.997555
7.706920	6.997668
7.706918	6.997789
7.706916	6.997902
7.706913	6.998078
7.706910	6.998250
7.706906	6.998426
7.706903	6.998594
7.706900	6.998762
7.706896	6.998930
7.706893	6.999094
7.706890	6.999254
7.706887	6.999414
7.706883	6.999566
7.706880	6.999715
7.706877	6.999859
7.706873	7.000008
7.706870	7.000145
7.706867	7.000285
7.706864	7.000422
7.706861	7.000559
7.706857	7.000687
7.706854	7.000820
7.706851	7.000949
7.706847	7.001078
7.706844	7.001211
7.706841	7.001340
7.706838	7.001469
7.706834	7.001602
7.706831	7.001730
7.706828	7.001867
7.706824	7.002000
7.706821	7.002141
7.706818	7.002277
7.706815	7.002422
7.706811	7.002566
7.706808	7.002711
7.706805	7.002863
7.706801	7.003016
7.706799	7.003176
7.706795	7.003340
7.706792	7.003504
7.706787	7.003766
7.706782	7.004035
7.706777	7.004316
7.706772	7.004605
7.706768	7.004910
7.706762	7.005227
7.706758	7.005551
7.706753	7.005891
7.706748	7.006242
7.706743	7.006605
7.706738	7.006984
7.706733	7.007375
7.706728	7.007773
7.706723	7.008191
7.706718	7.008621
7.706713	7.009062
7.706708	7.009520
7.706704	7.009988
7.706699	7.010469
7.706694	7.010965
7.706689	7.011477
7.706684	7.011992
7.706679	7.012527
7.706674	7.013070
7.706669	7.013633
7.706665	7.014207
7.706659	7.014789
7.706655	7.015387
7.706650	7.015996
7.706645	7.016621
7.706640	7.017254
7.706635	7.017902
7.706630	7.018562
7.706625	7.019238
7.706620	7.019918
7.706615	7.020617
7.706611	7.021328
7.706605	7.022051
7.706601	7.022785
7.706596	7.023535
7.706591	7.024293
7.706586	7.025062
7.706581	7.025844
7.706576	7.026641
7.706571	7.027449
7.706566	7.028266
7.706562	7.029102
7.706557	7.029941
7.706552	7.030797
7.706547	7.031664
7.706542	7.032543
7.706537	7.033434
7.706532	7.034336
7.706527	7.035250
7.706522	7.036172
7.706517	7.037109
7.706512	7.038051
7.706508	7.039000
7.706503	7.039953
7.706498	7.040910
7.706493	7.041863
7.706488	7.042813
7.706483	7.043762
7.706478	7.044699
7.706473	7.045625
7.706469	7.046551
7.706463	7.047465
7.706459	7.048367
7.706454	7.049262
7.706449	7.050145
7.706444	7.051020
7.706437	7.052309
7.706426	7.054207
7.706415	7.056082
7.706404	7.057941
7.706392	7.059781
7.706381	7.061621
7.706370	7.063461
7.706359	7.065313
7.706348	7.067176
7.706337	7.069074
7.706326	7.070992
7.706316	7.072957
7.706304	7.074957
7.706293	7.077000
7.706282	7.079098
7.706271	7.081250
7.706260	7.083461
7.706249	7.085742
7.706238	7.088082
7.706227	7.090492
7.706216	7.092973
7.706205	7.095527
7.706194	7.098152
7.706183	7.100859
7.706172	7.103637
7.706161	7.106496
7.706150	7.109441
7.706139	7.112480
7.706128	7.115625
7.706117	7.118902
7.706106	7.122301
7.706095	7.125836
7.706084	7.129484
7.706073	7.133238
7.706062	7.137090
7.706051	7.141031
7.706040	7.145059
7.706028	7.149172
7.706017	7.153375
7.706007	7.157672
7.705996	7.162066
7.705985	7.166559
7.705974	7.171141
7.705963	7.175801
7.705952	7.180543
7.705940	7.185367
7.705929	7.190277
7.705918	7.195289
7.705907	7.200414
7.705896	7.205641
7.705885	7.210965
7.705874	7.216379
7.705863	7.221867
7.705852	7.227422
7.705841	7.233043
7.705830	7.238719
7.705819	7.244453
7.705808	7.250262
7.705797	7.256145
7.705786	7.262137
7.705775	7.268250
7.705764	7.274500
7.705753	7.280883
7.705742	7.287418
7.705731	7.294094
7.705720	7.300914
7.705709	7.307871
7.705698	7.314961
7.705687	7.322180
7.705676	7.329520
7.705665	7.336973
7.705654	7.344535
7.705643	7.352195
7.705632	7.359957
7.705621	7.367801
7.705610	7.375727
7.705599	7.383730
7.705588	7.391809
7.705576	7.399961
7.705565	7.408172
7.705554	7.416449
7.705544	7.424777
7.705533	7.433168
7.705522	7.441609
7.705511	7.450098
7.705500	7.458637
7.705488	7.467223
7.705477	7.475855
7.705466	7.484531
7.705455	7.493246
7.705444	7.502008
7.705433	7.510809
7.705422	7.519648
7.705411	7.528527
7.705400	7.537445
7.705389	7.546395
7.705378	7.555383
7.705367	7.564406
7.705356	7.573469
7.705345	7.582566
7.705334	7.591695
7.705323	7.600855
7.705312	7.610051
7.705301	7.619281
7.705290	7.628539
7.705279	7.637820
7.705268	7.647117
7.705257	7.656434
7.705246	7.665770
7.705235	7.675121
7.705224	7.684484
7.705213	7.693875
7.705202	7.703281
7.705191	7.712707
7.705180	7.722160
7.705169	7.731641
7.705158	7.741148
7.705147	7.750687
7.705130	7.765055
7.705113	7.779539
7.705097	7.794117
7.705081	7.808789
7.705064	7.823563
7.705048	7.838426
7.705031	7.853395
7.705014	7.868449
7.704998	7.883598
7.704981	7.898844
7.704965	7.914176
7.704948	7.929602
7.704932	7.945117
7.704915	7.960707
7.704899	7.976379
7.704882	7.992125
7.704865	8.007949
7.704849	8.023848
7.704833	8.039801
7.704816	8.055789
7.704799	8.071781
7.704783	8.087754
7.704766	8.103687
7.704750	8.119551
7.704733	8.135359
7.704717	8.151105
7.704700	8.166793
7.704684	8.182426
7.704667	8.198012
7.704650	8.213555
7.704634	8.229062
7.704618	8.244543
7.704601	8.259996
7.704585	8.275430
7.704568	8.290852
7.704551	8.306270
7.704535	8.321676
7.704518	8.337086
7.704502	8.352496
7.704485	8.367906
7.704469	8.383324
7.704452	8.398750
7.704435	8.414191
7.704419	8.429641
7.704402	8.445102
7.704386	8.460574
7.704370	8.476059
7.704353	8.491563
7.704336	8.507078
7.704320	8.522609
7.704303	8.538160
7.704287	8.553727
7.704270	8.569305
7.704254	8.584898
7.704237	8.600508
7.704221	8.616133
7.704204	8.631766
7.704187	8.647414
7.704171	8.663070
7.704154	8.678738
7.704138	8.694418
7.704121	8.710105
7.704105	8.725801
7.704088	8.741508
7.704072	8.757223
7.704055	8.772945
7.704039	8.788680
7.704022	8.804418
7.704006	8.820160
7.703989	8.835910
7.703972	8.851664
7.703956	8.867418
7.703939	8.883180
7.703923	8.898945
7.703898	8.922621
7.703873	8.946348
7.703848	8.970102
7.703824	8.993879
7.703799	9.017687
7.703774	9.041523
7.703749	9.065383
7.703724	9.089270
7.703700	9.113238
7.703675	9.137344
7.703650	9.161648
7.703625	9.186184
7.703600	9.210949
7.703576	9.235938
7.703551	9.261121
7.703526	9.286473
7.703501	9.311980
7.703476	9.337629
7.703452	9.363391
7.703427	9.389234
7.703402	9.415137
7.703377	9.441078
7.703352	9.467047
7.703328	9.493031
7.703303	9.519020
7.703278	9.545000
7.703253	9.570969
7.703228	9.596922
7.703204	9.622840
7.703179	9.648730
7.703154	9.674594
7.703129	9.700422
7.703104	9.726215
7.703080	9.751969
7.703055	9.777672
7.703030	9.803336
7.703005	9.828945
7.702980	9.854512
7.702955	9.880031
7.702930	9.905512
7.702906	9.930934
7.702881	9.956316
7.702856	9.981641
7.702831	10.006883
7.702806	10.032043
7.702782	10.057125
7.702757	10.082113
7.702732	10.107027
7.702707	10.131875
7.702682	10.156656
7.702658	10.181391
7.702633	10.206078
7.702608	10.230727
7.702583	10.255340
7.702559	10.279930
7.702534	10.304480
7.702509	10.329008
7.702484	10.353504
7.702459	10.377973
7.702435	10.402406
7.702410	10.426828
7.702385	10.451219
7.702360	10.475566
7.702335	10.499883
7.702311	10.524156
7.702286	10.548387
7.702261	10.572574
7.702236	10.596723
