# Displacement (mm)	Force (kN)
-29.364967	-109.552250
-29.758938	-109.182367
-28.882843	-102.925820
-28.006748	-96.972344
-27.130653	-90.945344
-25.816511	-81.809008
-23.845297	-68.162102
-20.888477	-47.327180
-16.453247	-16.073531
-9.800403	32.136727
0.202713	84.256109
3.030172	87.165180
5.857631	90.276039
10.098820	94.876633
16.460602	101.480234
26.003277	106.329672
32.454048	104.789312
31.857632	99.918992
31.261215	96.089938
30.366589	90.208062
29.024651	81.303750
27.011742	68.008125
23.992380	47.879500
19.463337	17.907836
12.669772	-27.808664
2.479426	-68.516539
-7.710920	-77.878016
-17.901266	-89.686984
-28.091612	-108.065609
-30.639198	-107.650492
-33.186787	-108.964539
-32.265629	-102.111141
-29.718042	-84.885437
-27.170456	-67.686813
-23.349075	-41.415805
-17.617006	-1.753281
-9.018902	59.034664
-5.794612	74.749938
-0.958179	86.423266
4.334521	91.199969
9.739947	94.854500
15.145373	99.291391
23.253513	103.935953
31.361652	103.825328
33.388687	103.369914
35.415722	103.236453
37.543724	102.732797
36.403519	95.019359
34.693207	84.088031
32.127743	67.533656
28.279543	42.684969
22.507246	5.657641
13.848799	-50.339891
10.601881	-61.820094
7.354963	-67.372156
4.108045	-70.344508
3.296316	-71.115453
2.078722	-72.143742
0.252331	-73.611937
-2.487257	-75.490406
-6.596637	-78.664000
-12.760708	-84.754328
-18.924778	-93.568414
-25.088850	-101.777312
-31.252920	-106.276664
-32.793938	-105.915211
-34.334953	-106.936906
-36.646481	-107.710984
-37.041992	-107.426109
-36.464111	-103.514523
-35.886230	-99.771250
-35.019405	-94.131687
-33.719173	-85.624586
-31.768822	-72.757953
-28.843296	-53.212641
-24.455008	-23.790086
-17.872576	21.251477
-7.998927	81.769969
-4.296309	87.206937
1.389999	91.132531
7.528551	94.148516
13.667102	97.446727
22.874929	102.360297
32.082756	102.361016
41.290585	101.342531
40.407459	94.644813
38.105503	80.300719
34.652569	58.767344
29.473166	26.325953
21.704060	-22.079586
10.050404	-67.663375
5.680282	-71.209984
1.310161	-74.345117
-3.059961	-77.178609
-7.430081	-80.657500
-13.985263	-86.709187
-20.540445	-95.251281
-27.095627	-102.007734
-33.650806	-105.641711
-35.289604	-105.093789
-36.928398	-106.166797
-39.386593	-107.042406
-40.926117	-106.945594
-40.004295	-101.594953
-39.082474	-95.820219
-37.699741	-87.149141
-35.625641	-73.798000
-32.514488	-53.622055
-27.847763	-23.208734
-20.847675	23.333273
-10.347541	84.213344
-6.409991	89.020055
-2.472441	90.610758
1.604643	92.051031
5.917198	93.718820
10.229753	95.418125
16.698586	98.610391
26.401834	101.756938
36.105083	100.918234
45.808331	99.540594
45.585213	96.547344
44.978760	93.830516
44.069080	88.703594
42.704563	80.473945
40.657784	68.051547
37.587616	49.302961
32.982365	21.401195
26.074484	-20.383016
23.484030	-35.905234
19.598347	-54.446031
18.141216	-60.158008
15.955521	-65.588391
12.676977	-68.284266
9.398433	-70.602047
8.578796	-71.240047
7.759161	-71.754719
6.529706	-72.562297
4.685526	-73.669477
1.919254	-75.213172
-2.230153	-77.708703
-8.454265	-82.066523
-14.678376	-87.216250
-20.902487	-93.600250
-27.126598	-99.712563
-33.350712	-103.507148
-39.574821	-105.638500
-45.798935	-106.914422
-44.645039	-98.928617
-43.089012	-89.621437
-41.532982	-80.290547
-39.198940	-65.837031
-35.697880	-43.729141
-30.446285	-10.745469
-22.568895	40.152359
-10.752810	90.700258
-7.798788	90.907000
-4.844767	91.934156
-1.890745	92.299813
2.761182	93.971508
9.985690	95.943687
20.822454	99.792750
31.659218	101.080609
34.368408	99.259359
37.077599	99.106922
39.786789	98.909555
42.495979	98.705109
46.559769	98.397266
47.344555	97.860594
46.963573	95.520031
46.582592	93.372805
46.011124	90.078711
45.153919	85.118789
43.868111	77.672078
41.939400	66.472664
39.046333	49.580344
34.706734	24.173453
28.197332	-13.760016
18.433231	-59.791828
15.992208	-63.574461
13.551182	-65.136453
11.110157	-65.776086
8.669132	-63.498164
6.228106	-60.028328
5.312722	-59.268703
3.939646	-55.973766
1.880031	-51.814242
1.107675	-50.697148
-0.054927	-48.170070
-1.931751	-44.823016
-4.746987	-40.326000
-8.969841	-34.387352
-10.025555	-33.037781
-11.081268	-30.716828
-12.664838	-27.155852
-13.258677	-26.097570
-14.149435	-24.037383
-15.485573	-21.362539
-17.489779	-18.242820
-20.496088	-15.198125
-23.502398	-13.647070
-26.508705	-12.893227
-31.018169	-12.474320
-32.709217	-12.724828
-35.245792	-12.737687
-39.050652	-12.996953
-44.757942	-13.530711
-53.318878	-14.431391
-53.878536	-14.758383
-52.674656	-14.363031
-50.868832	-13.864062
-48.160099	-13.110836
-44.097000	-12.021656
-38.002350	-10.456102
-28.860374	-8.166398
-25.432133	-7.134805
-20.289772	-5.894125
-12.576231	-4.125258
-9.683653	-3.183242
-5.344786	-2.243383
1.249701	-0.932266
3.871100	-0.168727
7.803199	0.574133
9.277736	1.060297
11.489541	1.416313
14.807249	1.884742
16.051390	2.282578
17.917601	2.543516
20.716917	2.928258
21.766661	3.348133
23.341276	3.659977
25.703199	4.245664
26.588921	4.894297
27.917501	5.762414
28.415720	6.372906
29.163048	7.661461
30.284039	10.583586
30.704409	12.219070
31.334967	14.310734
32.280804	17.924984
33.699558	24.505922
35.827686	34.725883
39.019886	49.812156
43.808178	72.094875
45.603790	79.421344
46.277145	81.636352
47.287174	85.248859
48.802219	88.969953
49.370365	89.964359
50.222576	91.338688
51.500896	92.244211
52.779217	92.455781
54.057537	92.084922
55.335857	91.673750
56.614178	91.272586
57.468342	91.018211
56.749287	87.549891
56.030231	84.732453
55.311176	81.970953
54.232594	77.692648
52.614719	71.108672
50.187908	60.930336
46.547691	45.065609
41.087364	20.553180
39.039742	11.619258
38.271885	7.893055
37.120098	2.716305
35.392418	0.830914
34.744537	0.530922
33.772717	0.490680
32.314983	0.357602
30.128387	0.114242
26.848494	-0.103773
25.618532	-0.525750
23.773592	-0.673008
21.006182	-0.887492
16.855064	-1.222750
15.298396	-1.628016
12.963393	-1.837305
9.460889	-2.202109
8.147449	-2.583273
6.177291	-2.841687
5.438481	-3.050055
4.330267	-3.230242
2.667945	-3.487945
0.174463	-3.862711
-3.811675	-4.407945
-9.808929	-5.251242
-12.057900	-5.745578
-15.431356	-6.349203
-20.491541	-7.243039
-28.081816	-8.580844
-35.672092	-10.012539
-37.569660	-10.538906
-40.416016	-11.007680
-44.685543	-11.640328
-46.286617	-11.872930
-48.688229	-12.180398
-52.290646	-12.533766
-57.694271	-13.209062
-58.200294	-13.046117
-57.693707	-12.955438
-57.187115	-12.814375
-56.427231	-12.618016
-55.287403	-12.328047
-53.577663	-11.902203
-51.013054	-11.264859
-47.166138	-10.327844
-41.395763	-8.939125
-32.740204	-6.938836
-29.494368	-6.071352
-24.625614	-4.932219
-17.322485	-3.403023
-14.583813	-2.596477
-10.475802	-1.851172
-4.313787	-0.727086
0.000000	0.061547
